sp_id,serialno,stcotrbg,hh_race,hh_income,hh_size,hh_age,latitude,longitude
19884786,2009000388518,"420639601001",1,115000,24,0,40.893527,-79.0250822
19884787,2009000388518,"420639601001",1,72400,24,1,40.8903323,-79.04029090000002
19884788,2009000388518,"420639601001",1,64500,24,0,40.8900094,-79.0412156
19884789,2009000388518,"420639601001",1,83600,24,1,40.9060348,-78.9915878
19884790,2009000388518,"420639601001",1,47600,24,1,40.89014279999999,-79.0403817
19884791,2009000388518,"420639601001",1,61300,24,0,40.890264,-79.04060079999999
19884792,2009000388518,"420639601001",1,12400,24,0,40.89040670000001,-79.0405677
19884793,2009000388518,"420639601001",1,80000,24,1,40.841213,-78.9947921
19884794,2009000388518,"420639601001",1,84000,24,4,40.890001399999996,-79.0405545
19884795,2009000388518,"420639601001",1,20700,24,0,40.885011799999994,-78.9925193
19884796,2009000388518,"420639601001",1,17270,24,0,40.8849381,-78.9915514
19884797,2009000388518,"420639601001",1,50600,24,1,40.8846463,-78.9924427
19884798,2009000388518,"420639601001",1,63400,24,1,40.8902787,-79.0376607
19884799,2009000388518,"420639601001",1,17400,24,0,40.8902618,-79.0393164
19884800,2009000388518,"420639601001",1,34600,24,1,40.8847729,-78.9926588
19884801,2009000388518,"420639601001",1,75000,24,0,40.8893863,-79.04096
19884802,2009000388518,"420639601001",1,62400,24,1,40.8847859,-78.9923147
19884803,2009000388518,"420639601001",1,16800,24,1,40.889776700000006,-79.0405445
19884804,2009000388518,"420639601001",1,17400,24,1,40.8849464,-78.9919398
19884805,2009000388518,"420639601001",1,92500,24,2,40.89239570000001,-79.0193513
19884806,2009000388518,"420639601001",1,68100,24,2,40.8922487,-79.0196825
19884807,2009000388518,"420639601001",1,96000,24,1,40.892098600000004,-79.0200853
19884808,2009000388518,"420639601001",1,117800,24,2,40.8916417,-79.0194277
19884809,2009000388518,"420639601001",1,80100,24,0,40.892036700000006,-79.0200277
19884810,2009000388518,"420639601001",1,48100,24,0,40.8895255,-79.0394753
19884811,2009000388518,"420639601001",1,75000,24,0,40.908942700000004,-79.00238990000001
19884812,2009000388518,"420639601001",1,178200,24,1,40.8406249,-79.09068909999999
19884813,2009000388518,"420639601001",1,88560,24,1,40.89180770000001,-79.02009220000001
19884814,2009000388518,"420639601001",1,35300,24,0,40.8405175,-79.09036009999998
19884815,2009000388518,"420639601001",1,71900,24,2,40.9090438,-79.0018079
19884816,2009000388518,"420639601001",1,26200,24,3,40.8411281,-79.08990340000001
19884817,2009000388518,"420639601001",1,35600,24,3,40.8410933,-79.0900972
19884818,2009000388518,"420639601001",1,56800,24,1,40.889675200000006,-79.0401402
19884819,2009000388518,"420639601001",1,39000,24,0,40.909321899999995,-79.03283979999999
19884820,2009000388518,"420639601001",1,17000,24,0,40.908824200000005,-79.00188670000001
