sp_id,workers,latitude,longitude
513930733,13,40.3410559,-79.07324559999999
513560486,28,40.324951899999995,-76.82835870000001
513933087,20,40.623742,-79.15292790000001
513513287,23,40.325542,-78.919928
513931077,20,40.578792,-78.983428
513935092,14,40.657832,-79.32050790000001
513996728,18,40.503892,-80.0250577
513928179,18,40.466324,-78.75026109999999
513933820,13,40.606679,-79.1879949
513923709,13,40.353221000000005,-78.4016912
513516613,17,40.288792,-78.7913281
513948385,18,40.38496,-79.7603318
513935049,19,40.457972,-79.3891079
514268819,19,40.900481899999996,-78.954492
514012628,26,40.683502000000004,-80.1003776
514267835,19,40.9952349,-78.99651300000001
513933975,15,40.434321999999995,-79.2645579
513931685,19,40.645613,-79.1315629
513932728,22,40.623791,-79.15339490000001
513500049,22,40.104136100000005,-79.5849408
513932925,18,40.7619519,-79.1700179
513933366,19,40.43958,-79.2352189
514269367,18,40.9523319,-78.961718
513932678,21,40.599658000000005,-79.17483390000001
513966432,25,40.8630019,-79.9016777
514299789,13,41.0401628,-75.95411290000001
513922527,30,40.452514,-78.3940592
513928596,20,40.454852,-78.77940809999998
513937040,19,40.8151919,-79.5186478
513932992,25,40.621382000000004,-79.1557379
513955183,22,40.384192,-79.82341170000001
513933961,16,40.431771999999995,-79.26272790000002
513933260,24,40.425012,-79.2646909
513502039,19,40.304188,-79.5474418
513931121,19,40.453117,-79.13480890000001
513932537,28,40.623166,-79.17866490000002
513953521,20,40.542032,-79.79889770000001
513931006,23,40.352752,-78.93780799999999
513503193,24,40.3007951,-79.53826529999999
513930586,29,40.592549,-78.979842
513932988,23,40.621891999999995,-79.16850790000001
513932017,13,40.620771999999995,-79.14922790000001
513930473,18,40.782162899999996,-79.04085400000001
514269370,19,40.95583189999999,-78.952938
513914297,20,40.796794899999995,-77.8556963
513515521,20,40.270592,-78.8464381
513507227,28,40.307534000000004,-79.3728589
514270320,16,41.104571899999996,-78.771738
513938482,18,40.440612,-79.5699758
513928509,13,40.661851899999995,-78.780728
513507502,22,40.313292,-79.3788079
513503789,19,40.302719,-79.52994179999999
513931456,19,40.627271,-79.15331390000001
513929877,22,40.8544419,-78.809178
513502314,14,40.149798100000005,-79.54549279999999
513931059,23,40.367632,-79.072788
513471513,25,40.1356821,-80.22685759999999
513931460,22,40.622901,-79.1529589
513933695,19,40.624879,-79.18240490000001
513935578,16,40.486312,-79.4510068
513938206,20,40.561007000000004,-79.5679208
504590845,13,28.361823699999995,-81.5703718
514029330,21,40.656225,-80.30914659999999
513942341,23,40.443256,-79.69103879999999
513929178,19,40.6696519,-78.86503
513932132,19,40.382031,-79.1624939
513932252,19,40.55554,-79.15682790000001
513956232,18,40.445938,-79.82806070000001
514408790,23,41.7871058,-80.0647166
514271612,23,40.8813519,-78.733848
513914961,14,40.794931899999995,-77.8543383
507342116,23,32.2833141,-90.21030520000001
513949998,24,40.475041999999995,-79.76437779999999
513931871,20,40.7343039,-79.08217490000001
513504503,18,40.300222,-79.5329478
513943369,15,40.49105,-79.6952398
513948515,14,40.447582000000004,-79.7560678
513932128,18,40.431188,-79.1648969
513932071,21,40.648762,-79.1508579
513501835,20,40.303345,-79.5456128
513926677,18,40.463392,-78.5821481
513931582,25,40.616327000000005,-79.1484329
513927746,18,40.6604119,-78.7245781
513986175,28,40.509869,-79.9919327
511476385,22,40.5895118,-73.98470959999999
514271533,22,41.127761799999995,-78.714588
514272193,23,40.8771619,-78.5978781
513937310,23,40.340398,-79.5376828
513933959,21,40.471282,-79.2096379
513494183,18,40.298682,-79.7222578
513933847,25,40.86896289999999,-79.18320390000001
513507898,22,40.326609999999995,-79.3038579
513928769,19,40.454852,-78.77940809999998
513928462,15,40.66088189999999,-78.776978
513932521,16,40.606581,-79.1821589
513506584,27,40.292742,-79.40482790000002
513930643,28,40.8650439,-78.944037
513934734,19,40.6949956,-79.341593
513952239,26,40.430993,-79.7947637
513943916,19,40.485242,-79.6965578
513921268,23,40.5334649,-78.3723672
513942702,28,40.511224,-79.68422079999999
513914794,17,40.7912119,-77.84949830000001
513931732,16,40.631296999999996,-79.1463689
513933292,15,40.443553,-79.22926190000001
513979676,16,40.487362,-79.9619377
513929212,11,40.7254809,-78.904362
513508728,16,40.207132,-79.183115
513930460,26,40.757650899999994,-79.05059399999999
513500876,27,40.282897999999996,-79.5520748
513508949,26,40.248704,-79.21462690000001
514252667,23,40.895327,-80.4227185
513927769,26,40.452071999999994,-78.65813809999999
513931437,28,40.622503,-79.1534139
