sp_id,gq_type,persons,stcotrbg,latitude,longitude
450001386,"C",1157,"120950160011",28.5919918,-81.34871600000001
450001387,"C",5984,"120950165071",28.6010601,-81.19880490000001
450004112,"C",77,"120950127011",28.5786032,-81.3795623
450004113,"C",7,"120950132021",28.555243100000006,-81.29328149999999
450004114,"C",2,"120950148051",28.546265999999996,-81.48970109999999
450004115,"C",157,"120950165031",28.604696899999997,-81.2257948
450004116,"C",358,"120950165041",28.5888213,-81.2347828
450004117,"C",1874,"120950165101",28.591875,-81.21551840000001
450004118,"C",1471,"120950165111",28.575553499999998,-81.21602
450004119,"C",2256,"120950165081",28.578905100000004,-81.1939066
450004120,"C",229,"120950170012",28.4355678,-81.44161700000001
450005925,"P",128,"120950185003",28.519429499999998,-81.3802904
450005926,"P",86,"120950138012",28.5099947,-81.3538471
450005927,"P",1530,"120950145041",28.502678000000003,-81.42039820000001
450005928,"P",9,"120950149081",28.569249600000003,-81.4808447
450005929,"P",792,"120950167311",28.453327899999998,-81.1593409
450006111,"P",1531,"120950145041",28.5055631,-81.4168482
450006112,"P",793,"120950167311",28.463214899999997,-81.14926899999999
450006113,"P",793,"120950167311",28.4634088,-81.1556194
450014420,"P",28,"120950185003",28.5218543,-81.3814718
450014421,"P",19,"120950123061",28.603652899999997,-81.4596722
450014422,"P",7,"120950123061",28.603652899999997,-81.4596722
450014423,"P",4,"120950133003",28.533020699999998,-81.3284997
450014424,"P",17,"120950133003",28.533020699999998,-81.3284997
450014425,"P",53,"120950138012",28.5095008,-81.35570009999999
450014426,"P",10,"120950145031",28.5037053,-81.4062786
450014427,"P",15,"120950145031",28.5037053,-81.4062786
450014428,"P",62,"120950145041",28.4947452,-81.42220079999998
450014429,"P",436,"120950145041",28.4947452,-81.42220079999998
450014430,"P",3,"120950148071",28.5292157,-81.48024720000001
450014431,"P",2,"120950148071",28.5292157,-81.48024720000001
450014432,"P",14,"120950164022",28.568750899999998,-81.3037177
450014433,"P",11,"120950164022",28.568750899999998,-81.3037177
450014434,"P",61,"120950165081",28.578905100000004,-81.1939066
450014435,"P",40,"120950165081",28.578905100000004,-81.1939066
450014436,"P",4,"120950167041",28.3997747,-81.0655333
450014437,"P",7,"120950167041",28.3997747,-81.0655333
450014438,"P",2,"120950167231",28.5594483,-81.2367574
450014439,"P",5,"120950167231",28.5594483,-81.2367574
450014440,"P",1,"120950167301",28.526494699999997,-81.15902059999999
450014441,"P",8,"120950167301",28.526494699999997,-81.15902059999999
450025857,"N",58,"120950103003",28.532909600000004,-81.3765238
450025858,"N",57,"120950113004",28.5296605,-81.374566
450025859,"N",99,"120950117011",28.540019899999997,-81.4135035
450025860,"N",4,"120950122022",28.55513,-81.46243
450025861,"N",75,"120950133002",28.5243506,-81.32122609999999
450025862,"N",60,"120950153001",28.6038381,-81.3900551
450025863,"N",55,"120950180002",28.606083299999998,-81.38507690000002
450025864,"N",25,"120950155011",28.633418,-81.385637
