sp_id,sp_gq_id,sporder,age,sex
940294027,450025857,1,48,1
939435135,450025857,1,86,2
939435136,450025857,1,82,2
939435137,450025857,1,82,2
939435138,450025857,1,82,2
939435139,450025857,1,89,2
939435140,450025857,1,89,2
939435141,450025857,1,97,2
939435142,450025857,1,100,2
939435143,450025857,1,86,2
939435144,450025857,1,90,2
939435101,450025857,1,90,2
939435102,450025857,1,93,2
939435103,450025857,1,100,2
939435104,450025857,1,69,2
939435105,450025857,1,76,2
939435106,450025857,1,72,2
939435107,450025857,1,82,2
939435108,450025857,1,89,2
939435109,450025857,1,88,2
939435110,450025857,1,104,2
939435111,450025857,1,89,2
939435112,450025857,1,89,2
939435114,450025857,1,97,2
939435115,450025857,1,78,2
939435116,450025857,1,102,2
939435117,450025857,1,91,2
939435118,450025857,1,84,2
939435119,450025857,1,82,2
939435120,450025857,1,90,2
939435121,450025857,1,78,2
939435122,450025857,1,78,2
939435123,450025857,1,78,2
939435124,450025857,1,83,2
940436366,450025857,1,75,1
940436365,450025857,1,84,1
940436364,450025857,1,86,1
940436363,450025857,1,74,1
940436362,450025857,1,73,1
940436361,450025857,1,91,1
940436360,450025857,1,89,1
940436359,450025857,1,87,1
940436358,450025857,1,85,1
940436357,450025857,1,67,1
940436356,450025857,1,85,1
940436367,450025857,1,69,1
939435113,450025857,1,78,2
939435125,450025857,1,82,2
939435126,450025857,1,76,2
939435127,450025857,1,66,2
939435128,450025857,1,82,2
939435129,450025857,1,92,2
939435130,450025857,1,85,2
939435132,450025857,1,91,2
939435131,450025857,1,87,2
939435133,450025857,1,93,2
939435134,450025857,1,74,2
939392848,450025857,1,64,2
939900247,450037604,1,86,2
939900249,450037604,1,79,2
939900250,450037604,1,88,2
939900251,450037604,1,90,2
939900252,450037604,1,89,2
939900253,450037604,1,82,2
939900254,450037604,1,83,2
939900255,450037604,1,77,2
939900256,450037604,1,89,2
939900257,450037604,1,78,2
939900258,450037604,1,94,2
939900259,450037604,1,90,2
939900260,450037604,1,80,2
939900261,450037604,1,86,2
939900262,450037604,1,89,2
939900263,450037604,1,78,2
939900264,450037604,1,92,2
939900265,450037604,1,89,2
939900266,450037604,1,88,2
939900267,450037604,1,89,2
939900268,450037604,1,85,2
939900269,450037604,1,85,2
939900270,450037604,1,93,2
939900271,450037604,1,89,2
939900272,450037604,1,93,2
939900273,450037604,1,87,2
939900275,450037604,1,88,2
939900276,450037604,1,81,2
939900277,450037604,1,76,2
939900278,450037604,1,77,2
939900279,450037604,1,80,2
939900280,450037604,1,89,2
939900281,450037604,1,85,2
939900282,450037604,1,85,2
939900283,450037604,1,86,2
939900284,450037604,1,90,2
939900285,450037604,1,81,2
939900286,450037604,1,88,2
939900287,450037604,1,79,2
939900288,450037604,1,83,2
940626664,450037604,1,65,1
940626663,450037604,1,100,1
940626662,450037604,1,85,1
940626661,450037604,1,76,1
940626660,450037604,1,73,1
940626659,450037604,1,76,1
940626658,450037604,1,74,1
940626657,450037604,1,79,1
940626656,450037604,1,77,1
940626655,450037604,1,99,1
940626654,450037604,1,84,1
939900274,450037604,1,95,2
939900246,450037604,1,87,2
939900248,450037604,1,81,2
940656470,450039226,1,80,1
939975134,450039226,1,89,2
939975133,450039226,1,88,2
939332616,450039226,1,63,2
939975135,450039226,1,90,2
939435237,450025858,1,95,2
939435238,450025858,1,90,2
939435239,450025858,1,89,2
939435240,450025858,1,82,2
939435241,450025858,1,89,2
939435242,450025858,1,100,2
939435243,450025858,1,79,2
939435244,450025858,1,88,2
939435245,450025858,1,80,2
939435246,450025858,1,82,2
939435247,450025858,1,83,2
939435248,450025858,1,66,2
939435249,450025858,1,84,2
939435250,450025858,1,75,2
939435251,450025858,1,66,2
939435252,450025858,1,99,2
939435253,450025858,1,80,2
939435254,450025858,1,94,2
939435255,450025858,1,77,2
939435256,450025858,1,79,2
939435257,450025858,1,86,2
939435258,450025858,1,72,2
939435226,450025858,1,83,2
939435227,450025858,1,90,2
939435222,450025858,1,78,2
940436423,450025858,1,80,1
940436424,450025858,1,81,1
939392865,450025858,1,60,2
939392864,450025858,1,61,2
940436425,450025858,1,72,1
940436426,450025858,1,77,1
940436427,450025858,1,84,1
940436428,450025858,1,86,1
940436429,450025858,1,67,1
940436430,450025858,1,73,1
940436431,450025858,1,89,1
940436432,450025858,1,85,1
940436433,450025858,1,69,1
939435223,450025858,1,78,2
939435224,450025858,1,86,2
939435228,450025858,1,83,2
939435229,450025858,1,87,2
939435225,450025858,1,76,2
939435230,450025858,1,83,2
939435231,450025858,1,78,2
939435259,450025858,1,95,2
939435260,450025858,1,75,2
939435261,450025858,1,83,2
939435265,450025858,1,78,2
939435264,450025858,1,69,2
939435263,450025858,1,85,2
939435232,450025858,1,67,2
939435262,450025858,1,83,2
939435233,450025858,1,104,2
939435234,450025858,1,84,2
939435235,450025858,1,66,2
939435236,450025858,1,80,2
939392863,450025859,1,51,2
939392862,450025859,1,49,2
939392861,450025859,1,42,2
939392860,450025859,1,61,2
939392859,450025859,1,53,2
939392858,450025859,1,54,2
940294036,450025859,1,57,1
940294035,450025859,1,61,1
940294034,450025859,1,55,1
940294033,450025859,1,60,1
940294032,450025859,1,40,1
939392857,450025859,1,49,2
940436381,450025859,1,72,1
940436382,450025859,1,81,1
940436383,450025859,1,94,1
940436384,450025859,1,74,1
940436385,450025859,1,79,1
940436386,450025859,1,78,1
940436387,450025859,1,82,1
940436388,450025859,1,87,1
940436389,450025859,1,67,1
940436390,450025859,1,74,1
940436391,450025859,1,66,1
940436392,450025859,1,78,1
940436393,450025859,1,85,1
940436394,450025859,1,83,1
940436395,450025859,1,89,1
940436396,450025859,1,81,1
940436397,450025859,1,96,1
940436398,450025859,1,86,1
940436399,450025859,1,94,1
940436400,450025859,1,75,1
940436401,450025859,1,93,1
940436402,450025859,1,72,1
940436403,450025859,1,79,1
940436404,450025859,1,82,1
940436405,450025859,1,86,1
940436413,450025859,1,87,1
939435221,450025859,1,86,2
939435220,450025859,1,90,2
939435219,450025859,1,78,2
939435218,450025859,1,92,2
939435217,450025859,1,66,2
939435216,450025859,1,86,2
939435215,450025859,1,88,2
939435214,450025859,1,86,2
939435213,450025859,1,90,2
939435212,450025859,1,86,2
939435211,450025859,1,85,2
939435210,450025859,1,86,2
939435209,450025859,1,78,2
939435208,450025859,1,99,2
939435207,450025859,1,79,2
939435206,450025859,1,79,2
939435205,450025859,1,84,2
939435204,450025859,1,78,2
939435203,450025859,1,65,2
939435202,450025859,1,94,2
939435201,450025859,1,69,2
939435200,450025859,1,79,2
939435199,450025859,1,98,2
939435198,450025859,1,79,2
939435197,450025859,1,83,2
939435196,450025859,1,100,2
939435195,450025859,1,70,2
939435194,450025859,1,88,2
939435193,450025859,1,78,2
939435192,450025859,1,88,2
939435191,450025859,1,87,2
939435190,450025859,1,86,2
939435189,450025859,1,76,2
939435188,450025859,1,90,2
939435187,450025859,1,82,2
939435186,450025859,1,105,2
939435185,450025859,1,78,2
939435184,450025859,1,105,2
939435183,450025859,1,89,2
939435182,450025859,1,76,2
939435181,450025859,1,75,2
939435180,450025859,1,86,2
940436406,450025859,1,78,1
940436407,450025859,1,100,1
940436408,450025859,1,89,1
940436409,450025859,1,83,1
940436410,450025859,1,83,1
940436411,450025859,1,77,1
940436412,450025859,1,84,1
940436414,450025859,1,65,1
940436415,450025859,1,94,1
940436416,450025859,1,83,1
940436417,450025859,1,73,1
940436418,450025859,1,87,1
940436419,450025859,1,77,1
940436420,450025859,1,86,1
940436421,450025859,1,104,1
940436422,450025859,1,89,1
940294039,450025859,1,51,1
940294038,450025859,1,61,1
940294037,450025859,1,59,1
939435267,450025860,1,86,2
939435268,450025860,1,86,2
939435269,450025860,1,88,2
939435266,450025860,1,75,2
941270838,450014421,1,14,1
941270837,450014421,1,16,1
941270836,450014421,1,16,1
941270846,450014421,1,35,1
941270831,450014421,1,17,1
941270830,450014421,1,13,1
941270829,450014421,1,16,1
941270828,450014421,1,16,1
941270833,450014421,1,16,1
941270832,450014421,1,15,1
941270834,450014421,1,16,1
941270835,450014421,1,16,1
941270845,450014421,1,16,1
941270844,450014421,1,16,1
941270842,450014421,1,14,1
941270843,450014421,1,17,1
941270841,450014421,1,14,1
941270840,450014421,1,17,1
941270839,450014421,1,13,1
941270852,450014422,1,17,2
941270851,450014422,1,17,2
941270850,450014422,1,15,2
941270849,450014422,1,17,2
941270848,450014422,1,13,2
941270847,450014422,1,17,2
941270853,450014422,1,17,2
939318430,450042830,1,46,2
939318429,450042830,1,60,2
939318428,450042830,1,62,2
940388198,450042830,1,46,1
940388199,450042830,1,26,1
940388200,450042830,1,41,1
940388201,450042830,1,49,1
939318427,450042830,1,46,2
939318426,450042830,1,64,2
940059753,450041775,1,85,2
940059751,450041775,1,95,2
940059756,450041775,1,80,2
940059757,450041775,1,86,2
940059750,450041775,1,100,2
940381749,450041775,1,47,1
940381748,450041775,1,64,1
940381747,450041775,1,63,1
940381746,450041775,1,30,1
940381745,450041775,1,50,1
940381744,450041775,1,59,1
940381743,450041775,1,43,1
940381742,450041775,1,24,1
940381741,450041775,1,56,1
940381740,450041775,1,56,1
940381739,450041775,1,64,1
940381738,450041775,1,62,1
940381737,450041775,1,58,1
940381736,450041775,1,64,1
940381735,450041775,1,52,1
940381734,450041775,1,46,1
940381733,450041775,1,49,1
940381732,450041775,1,56,1
940381731,450041775,1,59,1
940381730,450041775,1,24,1
940381729,450041775,1,46,1
940381728,450041775,1,33,1
940381727,450041775,1,48,1
940381726,450041775,1,39,1
940381725,450041775,1,60,1
940381724,450041775,1,37,1
940059749,450041775,1,79,2
940059758,450041775,1,85,2
940059759,450041775,1,75,2
940059760,450041775,1,70,2
940059761,450041775,1,86,2
940059762,450041775,1,86,2
940059763,450041775,1,73,2
940059764,450041775,1,85,2
940059765,450041775,1,78,2
940059766,450041775,1,87,2
940059767,450041775,1,68,2
940059748,450041775,1,78,2
940059747,450041775,1,77,2
940059746,450041775,1,94,2
940059745,450041775,1,75,2
940059744,450041775,1,88,2
940059743,450041775,1,85,2
940059742,450041775,1,100,2
940059741,450041775,1,87,2
940059740,450041775,1,94,2
940059739,450041775,1,95,2
940059738,450041775,1,89,2
940059737,450041775,1,78,2
940059736,450041775,1,91,2
940059735,450041775,1,76,2
940059734,450041775,1,78,2
939323564,450041775,1,55,2
940059768,450041775,1,89,2
939323544,450041775,1,49,2
939323545,450041775,1,25,2
939323546,450041775,1,57,2
939323547,450041775,1,28,2
939323548,450041775,1,20,2
939323549,450041775,1,61,2
939323550,450041775,1,37,2
939323551,450041775,1,64,2
939323552,450041775,1,63,2
939323553,450041775,1,29,2
939323554,450041775,1,37,2
939323555,450041775,1,26,2
939323556,450041775,1,63,2
939323557,450041775,1,61,2
939323558,450041775,1,63,2
939323559,450041775,1,58,2
939323560,450041775,1,55,2
939323561,450041775,1,57,2
939323562,450041775,1,56,2
939323563,450041775,1,35,2
940059769,450041775,1,80,2
940059770,450041775,1,80,2
940059771,450041775,1,89,2
940059772,450041775,1,77,2
940059773,450041775,1,68,2
940059774,450041775,1,80,2
940059775,450041775,1,70,2
940059776,450041775,1,81,2
940059777,450041775,1,93,2
940059778,450041775,1,87,2
940689215,450041775,1,82,1
940689214,450041775,1,75,1
940689213,450041775,1,89,1
940689212,450041775,1,83,1
940689211,450041775,1,71,1
940689210,450041775,1,87,1
940689209,450041775,1,90,1
940689208,450041775,1,93,1
940689207,450041775,1,87,1
940689206,450041775,1,90,1
940689205,450041775,1,74,1
940689204,450041775,1,90,1
940689203,450041775,1,75,1
940689202,450041775,1,88,1
940689201,450041775,1,86,1
940689200,450041775,1,76,1
940689199,450041775,1,105,1
940689198,450041775,1,67,1
940689197,450041775,1,77,1
940689196,450041775,1,79,1
940689195,450041775,1,77,1
940689194,450041775,1,75,1
940689193,450041775,1,70,1
940689192,450041775,1,89,1
940059755,450041775,1,67,2
940059754,450041775,1,94,2
940059752,450041775,1,87,2
936835129,450004112,1,19,2
936835094,450004112,1,17,1
936835095,450004112,1,24,1
936835096,450004112,1,19,1
936835097,450004112,1,18,1
936835098,450004112,1,22,1
936835099,450004112,1,19,1
936835100,450004112,1,24,1
936835101,450004112,1,20,1
936835102,450004112,1,19,1
936835103,450004112,1,19,1
936835104,450004112,1,19,1
936835105,450004112,1,18,1
936835106,450004112,1,21,1
936835107,450004112,1,19,1
936835108,450004112,1,23,1
936835109,450004112,1,19,1
936835110,450004112,1,19,1
936835111,450004112,1,19,1
936835112,450004112,1,24,1
936835113,450004112,1,24,1
936835114,450004112,1,21,1
936835115,450004112,1,19,2
936835116,450004112,1,18,2
936835117,450004112,1,19,2
936835118,450004112,1,20,2
936835119,450004112,1,23,2
936835120,450004112,1,18,2
936835121,450004112,1,19,2
936835122,450004112,1,28,2
936835123,450004112,1,19,2
936835124,450004112,1,19,2
936835125,450004112,1,18,2
936835126,450004112,1,19,2
936835146,450004112,1,20,2
936835127,450004112,1,23,2
936835128,450004112,1,19,2
936835130,450004112,1,18,2
936835131,450004112,1,21,2
936835132,450004112,1,19,2
936835133,450004112,1,19,2
936835134,450004112,1,19,2
936835135,450004112,1,21,2
936835136,450004112,1,21,2
