sp_id,name,stabbr,address,city,county,zipcode,zip4,nces_id,total,prek,kinder,gr01_gr12,ungraded,latitude,longitude,source,stco
450074214,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.613102,-81.27190909999999,schoolinformation.com,12117
450085199,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.579340000000002,-81.742944,schoolinformation.com,12069
450049194,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.681702299999998,-81.4064927,schoolinformation.com,12117
450098189,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.582798999999998,-81.3966,schoolinformation.com,12095
450154700,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.592340000000004,-81.559102,schoolinformation.com,12095
450147231,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.554362,-81.33021600000001,schoolinformation.com,12095
450048427,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.6655235,-81.4841941,schoolinformation.com,12095
450130684,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.368094,-81.433779,schoolinformation.com,12095
450154748,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.580271999999997,-81.476169,schoolinformation.com,12095
450147374,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.484889000000003,-81.49197,schoolinformation.com,12095
450087744,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.518446,-81.40124200000001,schoolinformation.com,12095
450148946,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.473284999999997,-81.366991,schoolinformation.com,12095
450118782,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.571477,-81.583614,schoolinformation.com,12095
450112956,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.512493,-81.409199,schoolinformation.com,12095
450138699,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.568402000000003,-81.486921,schoolinformation.com,12095
450075933,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,0.0,0.0,schoolinformation.com,34023
450075212,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.5867339,-81.50079559999999,schoolinformation.com,12095
450135140,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.383207000000002,-81.244433,schoolinformation.com,12095
450134706,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.613000000000003,-81.36452,schoolinformation.com,12095
450095943,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.551308000000002,-81.365495,schoolinformation.com,12095
450087013,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.442342,-81.338802,schoolinformation.com,12095
450146320,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.47577,-81.25831,schoolinformation.com,12095
450050731,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.515340000000002,-81.36251,schoolinformation.com,12095
450145325,"LOGAN MS","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",0,0,"A0501924",428896,0,428896,0.0,0.0,28.420697999999998,-81.26266899999999,schoolinformation.com,12095
