sp_id,sp_gq_id,sporder,age,sex
936666174,450003972,1,18,1
936666175,450003972,1,28,1
936666176,450003972,1,22,1
936666177,450003972,1,22,1
936666178,450003972,1,22,1
936666179,450003972,1,24,1
936666180,450003972,1,22,1
936666197,450003972,1,19,2
936666190,450003972,1,24,2
936666191,450003972,1,20,2
936666181,450003972,1,18,1
936666192,450003972,1,23,2
936666198,450003972,1,19,2
936666199,450003972,1,22,2
936666200,450003972,1,19,2
936666201,450003972,1,19,2
936666193,450003972,1,23,2
936666194,450003972,1,22,2
936666195,450003972,1,22,2
936666196,450003972,1,22,2
936666173,450003972,1,19,1
936666182,450003972,1,20,2
936666183,450003972,1,19,2
936666184,450003972,1,19,2
936666185,450003972,1,19,2
936666186,450003972,1,18,2
936666187,450003972,1,23,2
936666188,450003972,1,24,2
936666189,450003972,1,19,2
941474542,450013031,1,14,1
941474539,450013031,1,17,1
941474540,450013031,1,17,1
941474541,450013031,1,17,1
941474543,450013031,1,17,1
941474544,450013031,1,31,1
941474426,450013029,1,16,1
941474419,450013029,1,16,1
941474428,450013029,1,15,1
941474425,450013029,1,16,1
941474424,450013029,1,16,1
941474423,450013029,1,17,1
941474422,450013029,1,17,1
941474421,450013029,1,13,1
941474420,450013029,1,16,1
941474427,450013029,1,17,1
941474429,450013030,1,13,2
941474431,450013030,1,17,2
941474432,450013030,1,17,2
941474433,450013030,1,16,2
941474434,450013030,1,17,2
941474435,450013030,1,15,2
941474436,450013030,1,16,2
941474437,450013030,1,21,2
941474438,450013030,1,34,2
941474439,450013030,1,35,2
941474440,450013030,1,29,2
941474441,450013030,1,26,2
941474442,450013030,1,48,2
941474443,450013030,1,46,2
941474430,450013030,1,15,2
941474409,450013032,1,20,1
941474411,450013032,1,39,1
941474410,450013032,1,40,1
941474457,450013033,1,13,1
941474458,450013033,1,15,1
941474459,450013033,1,17,1
941474460,450013033,1,16,1
941474461,450013033,1,17,1
941474462,450013033,1,16,1
941474463,450013033,1,17,1
941474464,450013033,1,16,1
941474474,450013033,1,17,1
