sp_id,gq_type,persons,stcotrbg,latitude,longitude
450000936,"C",351,"60014080002",37.802654100000005,-122.18716950000001
450003301,"C",150,"60014042003",37.835747,-122.251446
450003302,"C",681,"60014078001",37.782639,-122.18789
450003303,"C",21,"60014215001",37.898171999999995,-122.260201
450003304,"C",105,"60014225003",37.875877,-122.26143
450003305,"C",106,"60014225003",37.877309000000004,-122.260632
450003306,"C",106,"60014225003",37.876107,-122.26228300000001
450003307,"C",107,"60014225003",37.876377000000005,-122.262498
450003308,"C",1179,"60014226001",37.875759,-122.24851000000001
450003309,"C",58,"60014236022",37.865429,-122.255967
450003310,"C",1076,"60014351022",37.657070399999995,-122.0580727
450003972,"C",29,"60014003002",37.8377731,-122.2516877
450003973,"C",80,"60014029001",37.8071501,-122.26680990000001
450003974,"C",74,"60014065004",37.788656,-122.21868219999999
450003975,"C",60,"60014222002",37.8713133,-122.28521629999999
450003976,"C",21,"60014225001",37.8786671,-122.2608122
450003977,"C",1081,"60014225002",37.876901700000005,-122.256826
450003978,"C",197,"60014227001",37.8682596,-122.24735829999999
450003979,"C",633,"60014227002",37.8671338,-122.25038300000001
450003980,"C",1091,"60014227003",37.867805700000005,-122.25285159999999
450003981,"C",3576,"60014228001",37.8670326,-122.25690870000001
450003982,"C",1297,"60014228002",37.867235,-122.2600662
450003983,"C",142,"60014228003",37.8663434,-122.2633814
450003984,"C",134,"60014229001",37.865742700000006,-122.2678632
450003985,"C",25,"60014230001",37.869546,-122.27746440000001
450003986,"C",595,"60014237001",37.86363660000001,-122.2478337
450003987,"C",28,"60014237003",37.8636287,-122.25258079999999
450005216,"M",76,"60014272005",37.7751088,-122.24370990000001
450005217,"M",585,"60014287002",37.782279100000004,-122.31113959999999
450007518,"P",3986,"60014501022",37.71761,-121.89035700000001
450009829,"P",800,"60014031001",37.8002407,-122.277165
450010457,"P",609,"60014501021",37.7187243,-121.8954481
450010458,"P",610,"60014501021",37.7187243,-121.8954481
450013029,"P",10,"60014004003",37.8500738,-122.25875149999999
450013030,"P",15,"60014004003",37.8500738,-122.25875149999999
450013031,"P",6,"60014004002",37.84484570000001,-122.259056
450013032,"P",3,"60014010005",37.8267055,-122.27310690000002
450013033,"P",22,"60014012002",37.8297224,-122.2578312
450013034,"P",7,"60014012002",37.8297224,-122.2578312
450013035,"P",6,"60014013002",37.815181,-122.26989569999999
450013036,"P",11,"60014024002",37.8101505,-122.281949
450013037,"P",1,"60014031001",37.80227429999999,-122.27550090000001
450013038,"P",63,"60014036002",37.8143071,-122.2541884
450013039,"P",9,"60014036002",37.8143071,-122.2541884
450013040,"P",1,"60014041011",37.830145200000004,-122.24740630000001
450013041,"P",46,"60014062014",37.7828831,-122.23290940000001
450013042,"P",1,"60014062014",37.7828831,-122.23290940000001
450013043,"P",12,"60014067001",37.8054444,-122.198507
450013044,"P",4,"60014067001",37.8054444,-122.198507
450013045,"P",9,"60014067003",37.7997687,-122.204847
450013046,"P",5,"60014067003",37.7997687,-122.204847
450013047,"P",6,"60014068003",37.794071,-122.1964244
450013048,"P",6,"60014071024",37.7777095,-122.21033020000002
450013049,"P",2,"60014072002",37.7779419,-122.2178015
450013050,"P",9,"60014072002",37.7779419,-122.2178015
450013051,"P",3,"60014076005",37.7765446,-122.2079969
450013052,"P",1,"60014076005",37.7765446,-122.2079969
450013053,"P",5,"60014077002",37.7754718,-122.19572340000002
450013054,"P",5,"60014079003",37.787354,-122.189971
450013055,"P",2,"60014084003",37.762895799999995,-122.1688652
450013056,"P",1,"60014086002",37.766021,-122.1849142
450013057,"P",3,"60014086002",37.766021,-122.1849142
450013058,"P",5,"60014087003",37.76460529999999,-122.19123379999999
450013059,"P",4,"60014096002",37.7536111,-122.17050090000001
450013060,"P",3,"60014099002",37.7584213,-122.1454983
450013061,"P",5,"60014104002",37.7398093,-122.15893500000001
450013062,"P",3,"60014219003",37.877838399999995,-122.2919325
450013063,"P",15,"60014227002",37.8671338,-122.25038300000001
450013064,"P",36,"60014231001",37.8683351,-122.28674850000002
450013065,"P",70,"60014231001",37.8683351,-122.28674850000002
450013066,"P",4,"60014232001",37.8664306,-122.29410690000002
450013067,"P",1,"60014232001",37.8664306,-122.29410690000002
450013068,"P",4,"60014232002",37.8624972,-122.29324140000001
450013069,"P",6,"60014232002",37.8624972,-122.29324140000001
450013070,"P",9,"60014240011",37.8528975,-122.2749871
450013071,"P",5,"60014240021",37.8517222,-122.28252590000001
450013072,"P",6,"60014302001",37.72716810000001,-122.0582125
450013073,"P",258,"60014305001",37.708863799999996,-122.11287709999999
450013074,"P",37,"60014305001",37.708863799999996,-122.11287709999999
450013075,"P",4,"60014331041",37.710808,-122.147811
450013076,"P",4,"60014351043",37.6300173,-122.04344509999999
450013077,"P",1,"60014351043",37.6300173,-122.04344509999999
450013078,"P",5,"60014363002",37.6668887,-122.0878508
450013079,"P",1,"60014363002",37.6668887,-122.0878508
450013080,"P",1,"60014364013",37.670657899999995,-122.06483519999999
450013081,"P",3,"60014373003",37.63489860000001,-122.09668490000001
450013082,"P",2,"60014382043",37.623726500000004,-122.0597017
450013083,"P",1,"60014382043",37.623726500000004,-122.0597017
450013084,"P",5,"60014403043",37.583504,-122.078424
450013085,"P",2,"60014403084",37.584917299999994,-122.0255639
450013086,"P",7,"60014403084",37.584917299999994,-122.0255639
450013087,"P",6,"60014415211",37.5746295,-122.050271
450013088,"P",4,"60014422001",37.536713899999995,-121.9483668
450013089,"P",2,"60014422001",37.536713899999995,-121.9483668
450013090,"P",3,"60014429003",37.515439799999996,-121.9735396
450013091,"P",2,"60014429003",37.515439799999996,-121.9735396
450013092,"P",126,"60014501021",37.7192675,-121.9009233
450013093,"P",338,"60014501022",37.7189162,-121.8843581
450013094,"P",3,"60014504001",37.722212400000004,-121.93242420000001
450013095,"P",4,"60014504001",37.722212400000004,-121.93242420000001
450013096,"P",4,"60014504002",37.7158513,-121.93054309999998
450013097,"P",2,"60014504002",37.7158513,-121.93054309999998
450013098,"P",6,"60014506023",37.675213799999995,-121.9147515
450013099,"P",2,"60014511013",37.6265001,-121.6230304
450025469,"N",17,"60014012003",37.82753889999999,-122.25887920000001
450025470,"N",35,"60014013001",37.818132,-122.266695
450025471,"N",12,"60014034001",37.805542700000004,-122.2644301
450025472,"N",44,"60014041022",37.826558,-122.254448
450025473,"N",94,"60014062022",37.7793414,-122.2270709
450025474,"N",28,"60014235001",37.8612528,-122.2669555
450025475,"N",34,"60014235003",37.8568749,-122.26846029999999
450025476,"N",106,"60014271001",37.770559999999996,-122.2374433
450025477,"N",106,"60014284001",37.7597388,-122.254875
450025478,"N",70,"60014309002",37.695799,-122.08515700000001
450025479,"N",42,"60014326003",37.7241151,-122.1513791
450025480,"N",66,"60014352002",37.680378000000005,-122.04755490000001
450025481,"N",39,"60014354003",37.672407799999995,-122.0883215
450025482,"N",35,"60014363002",37.665280100000004,-122.08681740000002
450025483,"N",25,"60014372001",37.6486856,-122.1173159
450025484,"N",125,"60014425001",37.537292,-121.976289
450025485,"N",44,"60014507412",37.6585373,-121.87214479999999
450025486,"N",44,"60014507412",37.6615925,-121.8696472
450025487,"N",16,"60014516021",37.678281,-121.786433
450025488,"N",15,"60014516021",37.678388,-121.78558500000001
450025489,"N",15,"60014516021",37.677553499999995,-121.78341999999999
450032424,"N",35,"60014013001",37.8208328,-122.26290049999999
450032425,"N",33,"60014013001",37.81918220000001,-122.2633025
450032426,"N",10,"60014034001",37.8026868,-122.26181229999999
450032427,"N",43,"60014041022",37.8258778,-122.25112469999999
450032428,"N",25,"60014054012",37.797261400000004,-122.25046299999998
450032429,"N",97,"60014064002",37.7925408,-122.22176259999999
450032430,"N",63,"60014075001",37.769785,-122.196345
450032431,"N",11,"60014205001",37.89023529999999,-122.29614860000001
450032432,"N",20,"60014231001",37.8689709,-122.2855831
450032433,"N",18,"60014231001",37.867,-122.285375
450032434,"N",19,"60014236012",37.855849600000006,-122.26257
450032435,"N",30,"60014271003",37.7630938,-122.22598870000002
