sp_id,workers,latitude,longitude
514010253,17,40.451696999999996,-80.0858047
513950997,18,40.485352,-79.76939770000001
513495434,20,40.333012,-79.7102678
513472563,16,40.2137021,-80.1958676
514025314,26,40.685721,-80.2536166
513943491,18,40.428413,-79.7005298
513976658,24,40.522861999999996,-79.94603769999999
513502817,14,40.286099,-79.5426578
513503950,15,40.278965,-79.5130578
513503460,17,40.298332,-79.5392878
513503505,19,40.279952,-79.54388780000001
513506999,14,40.304970000000004,-79.37415490000001
513498894,21,40.310393,-79.6009218
514013881,19,40.424982,-80.10029770000001
513956811,28,40.464102000000004,-79.8292777
513938027,26,40.603312,-79.5607378
513953134,19,40.542058000000004,-79.7994267
513953219,25,40.554125,-79.80656570000001
513971706,20,40.462571999999994,-79.9264177
513509331,15,40.242212,-79.23928790000001
513985516,24,40.428542,-79.98774770000001
513486428,24,40.2699221,-79.8905977
513953690,32,40.377502,-79.8009177
513491318,21,40.2774621,-79.79892779999999
513496019,18,40.306477,-79.6751578
513939633,19,40.594063,-79.6150828
513933260,15,40.425012,-79.2646909
513953521,26,40.542032,-79.79889770000001
513501603,21,40.311842,-79.5516178
513958434,21,40.503783,-79.8448667
513497238,17,40.1454751,-79.65971479999999
513944430,26,40.476706,-79.7183798
513485097,19,40.2971627,-79.9086552
513954544,19,40.382352000000004,-79.8110777
513503493,13,40.301842,-79.5437278
513944518,18,40.4529422,-79.7123777
513492509,25,39.9007421,-79.7559678
513939507,20,40.628974,-79.60631579999999
513975998,23,40.457802,-79.9424277
513991665,16,40.438632,-80.0031077
513506243,24,40.245086,-79.3965099
516847237,23,37.2350086,-77.3881507
513498539,22,40.333752000000004,-79.60547779999999
513508159,21,40.275296999999995,-79.36409590000001
513501888,13,40.301577,-79.5483668
513952597,24,40.445262,-79.7877177
513506234,16,40.306142,-79.45160390000001
513506608,23,39.938942100000006,-79.4482479
514232517,12,41.087281899999994,-80.75688740000001
517261277,18,39.6576649,-79.9831547
513493268,22,40.311712,-79.7439478
513508037,22,40.309737,-79.3693969
513943258,21,40.485974,-79.6956658
513946526,23,40.607532,-79.74645770000001
513988537,26,40.437642,-79.9975377
513944778,15,40.632222,-79.71218780000001
513473708,22,40.2795791,-80.1715516
513955091,24,40.393002,-79.8110877
513931460,18,40.622901,-79.1529589
513505896,18,40.261332,-79.40208790000001
514013648,18,40.690262,-80.10234759999999
513954016,16,40.649002,-79.8005877
513488724,9,40.138068100000005,-79.84676280000001
513504507,25,40.304392,-79.53452779999999
514029330,21,40.656225,-80.30914659999999
513400152,14,39.9627523,-82.9996068
513984586,15,40.428321999999994,-79.9836377
513463033,18,40.0675621,-81.03532740000001
513495019,24,40.33251,-79.7106428
513501608,17,40.2392821,-79.5641378
513949814,18,40.565512,-79.76583769999999
513502889,21,40.292644,-79.54150279999999
514016412,20,40.4272434,-80.1250146
513947002,18,40.480722,-79.74377779999999
513493871,24,40.289118,-79.7255538
513495798,22,40.306778,-79.6876998
513941842,18,40.366752000000005,-79.6585478
514012206,19,40.705458,-80.09972459999999
513503887,17,40.324123,-79.5353858
513938778,20,40.609146,-79.5825458
513963735,23,40.440002,-79.88574770000001
513498280,27,40.166110100000004,-79.6188528
514261714,17,40.884181899999994,-79.8515857
514005081,20,40.625782,-80.0540277
513477257,25,40.201362100000004,-80.1006277
513504503,19,40.300222,-79.5329478
514261314,17,40.884901899999996,-79.94300770000001
513484626,21,40.322312100000005,-79.9441077
513938028,11,40.600852,-79.56437779999999
513934333,21,40.336626,-79.32285990000001
513492092,17,39.9024091,-79.74997579999999
513973180,25,40.450871,-79.9345297
513489823,24,40.2028541,-79.8185878
513941871,20,40.363682,-79.6572878
514012819,16,40.460361999999996,-80.0999076
513928769,25,40.454852,-78.77940809999998
513474392,19,40.263232099999996,-80.16481759999999
514016028,20,40.605102,-80.1133476
513504165,22,40.302229,-79.5242078
513937221,17,40.597595,-79.5600748
513982231,26,40.497491,-79.97726970000001
513504107,16,40.299813,-79.52356479999999
513497975,14,40.309946999999994,-79.61537779999999
513504151,24,40.262351,-79.5176088
513962869,15,40.488832,-79.8757977
513955247,15,40.52261,-79.82075970000001
513946442,16,40.477304,-79.7439048
513950242,24,40.442741,-79.7738938
513504556,16,40.297222,-79.5337578
513944604,20,40.440632,-79.7123878
513942702,25,40.511224,-79.68422079999999
514018564,21,40.514482,-80.1559576
513941999,22,40.464062,-79.6702878
513487811,13,40.1313761,-79.8586447
514032465,18,40.634879999999995,-80.4510505
513964904,25,40.420752,-79.8876377
513499565,14,40.324082000000004,-79.6024178
514005253,18,40.533428,-80.0604057
513500876,19,40.282897999999996,-79.5520748
513506010,17,40.233938,-79.4417849
513489321,20,40.2701721,-79.8330277
513943310,16,40.431561,-79.6974338
513486299,22,40.1352721,-79.89434770000001
514018234,25,40.455273999999996,-80.1440236
513934098,23,40.626661999999996,-79.1960679
513496314,18,40.2212101,-79.6867188
513507840,23,40.322845,-79.3386929
513494206,22,40.302921999999995,-79.72121779999999
513495986,27,40.324540999999996,-79.68521080000001
513952428,26,40.575106,-79.7959847
513945434,22,40.481809999999996,-79.7248188
513961171,26,40.383088,-79.86621070000001
513487848,27,40.1750671,-79.85788769999999
513942942,23,40.360452,-79.6896978
513497575,26,40.329902000000004,-79.6277578
513475106,22,40.3043146,-80.12858620000002
514019283,26,40.449925,-80.16303559999999
513962625,22,40.430972,-79.8776377
513979523,19,40.471682,-79.9598877
513945720,20,40.628292,-79.71986779999999
513937297,14,40.341873,-79.5586478
513505739,26,40.143691100000005,-79.4239629
513503785,18,40.265747,-79.5151818
513501663,20,40.1274121,-79.55627779999999
513974339,27,40.344017,-79.9386197
513950139,24,40.33812,-79.7714518
