sp_id,gq_type,persons,stcotrbg,latitude,longitude
450003446,"C",704,"421298039021",40.308623,-79.556228
450003447,"C",624,"421298074022",40.290563,-79.400801
450003448,"C",622,"421298074022",40.290563,-79.400801
450004738,"C",111,"421298020012",40.4394668,-79.61690250000001
450004739,"C",6,"421298026002",40.329429299999994,-79.60861440000001
450004740,"C",186,"421298045012",40.2628354,-79.53502900000001
450004741,"C",105,"421298045014",40.274559,-79.520412
450004742,"C",285,"421298045024",40.2846513,-79.5335687
450004743,"C",8,"421298054001",40.1595999,-79.8958653
450004744,"C",8,"421298054002",40.158575299999995,-79.8881208
450008503,"P",466,"421298047023",40.2733706,-79.5609135
450008504,"P",467,"421298047023",40.268728,-79.564137
450008505,"P",25,"421298081004",40.41668189999999,-79.24258540000001
450010330,"P",468,"421298047023",40.2732068,-79.55934640000001
450022307,"P",77,"421298001001",40.5779348,-79.770375
450022308,"P",6,"421298026002",40.329429299999994,-79.60861440000001
450022309,"P",2,"421298041001",40.3016487,-79.54304909999999
450022310,"P",5,"421298041001",40.3016487,-79.54304909999999
450022311,"P",66,"421298047023",40.2715935,-79.5667828
450022312,"P",52,"421298074024",40.2969158,-79.4406
450022313,"P",13,"421298074024",40.2969158,-79.4406
450022314,"P",8,"421298074021",40.2894763,-79.3893763
450022315,"P",1,"421298077001",40.3145745,-79.37347890000001
450022316,"P",10,"421298077001",40.3145745,-79.37347890000001
450022317,"P",10,"421298078001",40.298661700000004,-79.350201
450022318,"P",12,"421298078002",40.308832200000005,-79.35885350000001
450022319,"P",7,"421298078002",40.308832200000005,-79.35885350000001
450022320,"P",12,"421298078003",40.3206039,-79.366202
450022321,"P",49,"421298083001",40.29943970000001,-79.11548259999999
450030536,"N",51,"421298010011",40.584177000000004,-79.735395
450030537,"N",49,"421298010011",40.5830936,-79.7365767
450030538,"N",66,"421298017031",40.5581214,-79.5839677
450030539,"N",107,"421298021012",40.432684,-79.6984357
450030540,"N",155,"421298024001",40.3987394,-79.6005641
450030541,"N",7,"421298038001",40.343,-79.551048
450030542,"N",6,"421298038001",40.326150299999995,-79.5238821
450030543,"N",55,"421298038002",40.318273,-79.518835
450030544,"N",32,"421298039012",40.325951200000006,-79.54580759999999
450030545,"N",58,"421298042001",40.3061055,-79.5292854
450030546,"N",20,"421298046002",40.232434000000005,-79.589618
450030547,"N",18,"421298046002",40.237769,-79.582628
450030548,"N",76,"421298067001",40.14463789999999,-79.54677159999999
450030549,"N",96,"421298073001",40.285162,-79.35870899999999
450030550,"N",12,"421298074024",40.2961012,-79.3848755
450030551,"N",15,"421298079001",40.409805,-79.418547
450030552,"N",16,"421298079001",40.396941,-79.426345
450030553,"N",90,"421298079004",40.339681,-79.37485500000001
450030554,"N",70,"421298085001",40.23877,-79.234146
450030555,"N",94,"421298084022",40.253887,-79.240461
450036360,"N",233,"421298047023",40.269564,-79.55806770000001
450037920,"N",20,"421298065002",40.1169922,-79.5649257
450038441,"N",231,"421298047023",40.2695256,-79.5580207
450039298,"N",53,"421298038002",40.318273,-79.518835
450041371,"N",106,"421298033021",40.3286078,-79.7424196
450042430,"N",64,"421298017031",40.5580065,-79.5840875
450042431,"N",31,"421298039012",40.325951200000006,-79.54580759999999
450042432,"N",56,"421298042001",40.3061055,-79.5292854
450042433,"N",17,"421298065002",40.1146856,-79.5664498
450042434,"N",75,"421298067001",40.151077,-79.540214
450046541,"N",27,"421298055001",40.1447102,-79.8676332
450046542,"N",125,"421298072004",40.2626184,-79.43039959999999
