sp_id,sp_gq_id,sporder,age,sex
942570760,450022307,1,37,1
942570762,450022307,1,41,1
942570763,450022307,1,27,1
942570764,450022307,1,50,1
942570765,450022307,1,44,1
942570766,450022307,1,32,1
942570767,450022307,1,39,1
942570768,450022307,1,50,1
942570769,450022307,1,32,1
942570770,450022307,1,29,1
942570771,450022307,1,50,1
942570772,450022307,1,23,1
942570773,450022307,1,37,1
942570774,450022307,1,30,1
942570775,450022307,1,27,1
942570776,450022307,1,24,1
942570777,450022307,1,48,1
942570778,450022307,1,36,1
942570779,450022307,1,35,1
942570780,450022307,1,44,1
942570781,450022307,1,35,1
942570782,450022307,1,26,1
942570783,450022307,1,24,1
942570784,450022307,1,24,1
942570785,450022307,1,42,1
942570786,450022307,1,21,1
942570724,450022307,1,32,1
942570725,450022307,1,37,1
942570726,450022307,1,39,1
942570727,450022307,1,34,1
942570728,450022307,1,42,1
942570729,450022307,1,54,1
942570730,450022307,1,32,1
942570731,450022307,1,43,1
942570732,450022307,1,40,1
942570733,450022307,1,30,1
942570734,450022307,1,23,1
942570735,450022307,1,38,1
942570736,450022307,1,53,1
942570737,450022307,1,30,1
942570738,450022307,1,26,1
942570739,450022307,1,23,1
942570740,450022307,1,26,1
942570741,450022307,1,27,1
942570742,450022307,1,54,1
942570743,450022307,1,41,1
942570744,450022307,1,31,1
942570745,450022307,1,20,1
942570746,450022307,1,40,1
942570747,450022307,1,41,1
942570748,450022307,1,47,1
942570749,450022307,1,27,1
942570750,450022307,1,53,1
942570751,450022307,1,39,1
942570752,450022307,1,51,1
942570753,450022307,1,45,1
942570754,450022307,1,26,1
942570755,450022307,1,51,1
942570756,450022307,1,39,1
942570723,450022307,1,46,1
942570722,450022307,1,38,1
942570721,450022307,1,51,1
942570720,450022307,1,50,1
942570719,450022307,1,32,1
942570795,450022307,1,43,1
942570794,450022307,1,50,1
942570793,450022307,1,27,1
942570792,450022307,1,39,1
942570791,450022307,1,23,1
942570790,450022307,1,33,1
942570789,450022307,1,30,1
942570788,450022307,1,43,1
942570787,450022307,1,39,1
942570757,450022307,1,38,1
942570758,450022307,1,24,1
942570759,450022307,1,29,1
942570761,450022307,1,28,1
939611850,450030536,1,88,2
939611849,450030536,1,76,2
939611848,450030536,1,89,2
939611847,450030536,1,80,2
939611846,450030536,1,88,2
939611845,450030536,1,91,2
939611844,450030536,1,91,2
939611843,450030536,1,68,2
939611842,450030536,1,96,2
939611841,450030536,1,90,2
939611837,450030536,1,69,2
939611836,450030536,1,82,2
939611835,450030536,1,89,2
940514023,450030536,1,90,1
940514022,450030536,1,82,1
940514021,450030536,1,79,1
940514020,450030536,1,72,1
940514019,450030536,1,80,1
939611840,450030536,1,89,2
939611834,450030536,1,86,2
939611833,450030536,1,70,2
939611832,450030536,1,95,2
939611831,450030536,1,89,2
939611830,450030536,1,75,2
939611829,450030536,1,86,2
939611828,450030536,1,92,2
939611827,450030536,1,91,2
939611826,450030536,1,83,2
939611825,450030536,1,87,2
939611824,450030536,1,73,2
939611823,450030536,1,72,2
939611822,450030536,1,81,2
939611821,450030536,1,76,2
939611820,450030536,1,85,2
939611819,450030536,1,75,2
939611818,450030536,1,87,2
939611817,450030536,1,87,2
939611816,450030536,1,81,2
939611815,450030536,1,85,2
940514013,450030536,1,89,1
940514014,450030536,1,91,1
940319079,450030536,1,59,1
940514015,450030536,1,76,1
940514016,450030536,1,77,1
940514017,450030536,1,81,1
939611851,450030536,1,89,2
940514018,450030536,1,87,1
940514011,450030536,1,88,1
940514012,450030536,1,81,1
939611839,450030536,1,82,2
939611838,450030536,1,97,2
939611852,450030537,1,76,2
939611881,450030537,1,85,2
939611880,450030537,1,76,2
939611879,450030537,1,87,2
939611878,450030537,1,67,2
939611877,450030537,1,65,2
939611876,450030537,1,85,2
939611875,450030537,1,89,2
939611874,450030537,1,86,2
939611873,450030537,1,96,2
939611872,450030537,1,87,2
939611871,450030537,1,90,2
939611870,450030537,1,81,2
939611869,450030537,1,90,2
939611868,450030537,1,97,2
939611867,450030537,1,81,2
939611866,450030537,1,90,2
939611865,450030537,1,96,2
939611864,450030537,1,78,2
939611863,450030537,1,92,2
939611862,450030537,1,88,2
939611861,450030537,1,75,2
939611860,450030537,1,86,2
939611859,450030537,1,74,2
939611858,450030537,1,93,2
939611857,450030537,1,98,2
939611856,450030537,1,74,2
939611855,450030537,1,89,2
939611854,450030537,1,79,2
939611853,450030537,1,75,2
939611882,450030537,1,97,2
940514036,450030537,1,65,1
940514035,450030537,1,70,1
940514034,450030537,1,83,1
940514033,450030537,1,88,1
940514032,450030537,1,76,1
940514031,450030537,1,98,1
940514030,450030537,1,71,1
940514029,450030537,1,88,1
940514028,450030537,1,88,1
940514027,450030537,1,86,1
940514026,450030537,1,76,1
940514025,450030537,1,87,1
940514024,450030537,1,88,1
939611887,450030537,1,91,2
939611886,450030537,1,89,2
939611885,450030537,1,85,2
939611884,450030537,1,76,2
939611883,450030537,1,66,2
940514693,450030538,1,72,1
940514694,450030538,1,99,1
940514695,450030538,1,72,1
939613905,450030538,1,79,2
940514696,450030538,1,81,1
940514697,450030538,1,76,1
940514698,450030538,1,90,1
940514699,450030538,1,74,1
940514700,450030538,1,86,1
940514701,450030538,1,83,1
939613904,450030538,1,80,2
939613903,450030538,1,99,2
939613902,450030538,1,81,2
939613901,450030538,1,70,2
939613869,450030538,1,90,2
939613900,450030538,1,87,2
939613899,450030538,1,79,2
939613898,450030538,1,90,2
939377301,450030538,1,33,2
939377302,450030538,1,62,2
939613897,450030538,1,77,2
939613896,450030538,1,66,2
939613895,450030538,1,89,2
939613894,450030538,1,89,2
939613893,450030538,1,98,2
939613892,450030538,1,75,2
939613891,450030538,1,78,2
939613890,450030538,1,89,2
939613889,450030538,1,93,2
939613888,450030538,1,100,2
939613887,450030538,1,90,2
939613886,450030538,1,98,2
939613885,450030538,1,67,2
939613884,450030538,1,75,2
939613883,450030538,1,75,2
939613882,450030538,1,89,2
939613881,450030538,1,66,2
939613880,450030538,1,86,2
939613879,450030538,1,84,2
939613878,450030538,1,80,2
939613877,450030538,1,89,2
939613876,450030538,1,83,2
939613875,450030538,1,102,2
939613874,450030538,1,97,2
939613873,450030538,1,86,2
939613872,450030538,1,103,2
939613906,450030538,1,96,2
939613907,450030538,1,77,2
939613908,450030538,1,89,2
939613909,450030538,1,90,2
939613868,450030538,1,68,2
939613867,450030538,1,76,2
939613866,450030538,1,89,2
939613865,450030538,1,98,2
939613871,450030538,1,73,2
939613870,450030538,1,87,2
940319236,450030538,1,57,1
939613861,450030538,1,86,2
939613862,450030538,1,85,2
939613863,450030538,1,78,2
939613864,450030538,1,86,2
940514688,450030538,1,80,1
940514689,450030538,1,89,1
940514690,450030538,1,81,1
940514691,450030538,1,75,1
940514692,450030538,1,82,1
940086545,450042430,1,73,2
940086553,450042430,1,92,2
940086554,450042430,1,99,2
940086555,450042430,1,82,2
940086556,450042430,1,99,2
940086557,450042430,1,76,2
940086558,450042430,1,86,2
940086559,450042430,1,66,2
940086560,450042430,1,89,2
940086561,450042430,1,80,2
940086562,450042430,1,79,2
940086563,450042430,1,85,2
940086564,450042430,1,87,2
940086565,450042430,1,81,2
940086566,450042430,1,89,2
940086567,450042430,1,87,2
940086568,450042430,1,83,2
940086569,450042430,1,88,2
940086570,450042430,1,90,2
940086571,450042430,1,95,2
940086572,450042430,1,78,2
940086573,450042430,1,80,2
940086574,450042430,1,87,2
940086575,450042430,1,85,2
940086576,450042430,1,75,2
940086577,450042430,1,80,2
940086578,450042430,1,90,2
940086579,450042430,1,104,2
940086580,450042430,1,87,2
940086581,450042430,1,86,2
940086582,450042430,1,88,2
940086583,450042430,1,85,2
