sp_id,sp_gq_id,sporder,age,sex
939851600,450036368,1,88,2
940608200,450036368,1,70,1
939355975,450036368,1,18,2
940608201,450036368,1,90,1
940608202,450036368,1,83,1
940608203,450036368,1,87,1
940608204,450036368,1,89,1
939851567,450036368,1,79,2
939851568,450036368,1,78,2
939851569,450036368,1,84,2
939851570,450036368,1,86,2
939851571,450036368,1,87,2
939851572,450036368,1,89,2
939851573,450036368,1,87,2
939851574,450036368,1,88,2
939851575,450036368,1,80,2
939851576,450036368,1,90,2
939851577,450036368,1,84,2
939851578,450036368,1,82,2
939851579,450036368,1,99,2
939851580,450036368,1,85,2
939851581,450036368,1,85,2
939851582,450036368,1,72,2
939851583,450036368,1,83,2
939851584,450036368,1,79,2
939851585,450036368,1,79,2
939851586,450036368,1,97,2
939851587,450036368,1,95,2
939851588,450036368,1,90,2
939851589,450036368,1,75,2
939851590,450036368,1,88,2
939851591,450036368,1,96,2
939851592,450036368,1,89,2
939851593,450036368,1,76,2
939851594,450036368,1,91,2
939851595,450036368,1,102,2
939851596,450036368,1,81,2
939851597,450036368,1,87,2
939851598,450036368,1,81,2
939851599,450036368,1,70,2
939851601,450036368,1,88,2
939851602,450036368,1,90,2
939851603,450036368,1,100,2
939851604,450036368,1,90,2
939851605,450036368,1,73,2
939851606,450036368,1,89,2
939851607,450036368,1,98,2
939851608,450036368,1,87,2
939851609,450036368,1,85,2
939851610,450036368,1,79,2
939851611,450036368,1,90,2
939851612,450036368,1,82,2
939851613,450036368,1,81,2
939851614,450036368,1,85,2
939851615,450036368,1,75,2
939851616,450036368,1,97,2
939851617,450036368,1,86,2
939851618,450036368,1,86,2
939851619,450036368,1,70,2
939851620,450036368,1,76,2
939851621,450036368,1,79,2
939851622,450036368,1,70,2
939851623,450036368,1,90,2
939851624,450036368,1,86,2
939851625,450036368,1,82,2
939851626,450036368,1,92,2
939851627,450036368,1,89,2
939851628,450036368,1,93,2
939851629,450036368,1,83,2
939851630,450036368,1,85,2
939851631,450036368,1,96,2
939851632,450036368,1,100,2
940608216,450036368,1,80,1
940608217,450036368,1,88,1
940608218,450036368,1,68,1
