sp_id,serialno,stcotrbg,hh_race,hh_income,hh_size,hh_age,latitude,longitude
20410049,2009000388518,"420130101011",1,113900,24,0,40.7381141,-78.19936009999999
20410050,2009000388518,"420130101011",1,49600,24,1,40.7417966,-78.15164329999999
20410051,2009000388518,"420130101011",1,32800,24,1,40.7333325,-78.19601690000002
20410052,2009000388518,"420130101011",1,45000,24,1,40.7163217,-78.19307420000001
20410053,2009000388518,"420130101011",1,15100,24,3,40.7357736,-78.1976526
20410054,2009000388518,"420130101011",1,15300,24,0,40.734080600000006,-78.1961914
20410055,2009000388518,"420130101011",1,32000,24,1,40.7326232,-78.19307020000001
20410056,2009000388518,"420130101011",1,13440,24,0,40.73252539999999,-78.1936059
20410057,2009000388518,"420130101011",1,31200,24,1,40.734108899999995,-78.1970012
20410058,2009000388518,"420130101011",1,109000,24,2,40.7357255,-78.15176509999999
20410059,2009000388518,"420130101011",1,69400,24,2,40.71655689999999,-78.1830495
20410060,2009000388518,"420130101011",1,144000,24,0,40.742780700000004,-78.1357959
20410061,2009000388518,"420130101011",1,46600,24,0,40.74228179999999,-78.13615440000001
20410062,2009000388518,"420130101011",1,16300,24,0,40.7358055,-78.1519899
20410063,2009000388518,"420130101011",1,128400,24,2,40.716508600000004,-78.1826758
20410064,2009000388518,"420130101011",1,33200,24,1,40.7163865,-78.1836673
20410065,2009000388518,"420130101011",1,20500,24,0,40.7337427,-78.1975083
20410066,2009000388518,"420130101011",1,39340,24,0,40.733693,-78.19424120000001
20410067,2009000388518,"420130101011",1,52200,24,0,40.7358179,-78.15136009999999
20410068,2009000388518,"420130101011",1,765500,24,1,40.7335647,-78.19483120000001
20410069,2009000388518,"420130101011",1,131500,24,1,40.73236970000001,-78.1959713
20410070,2009000388518,"420130101011",1,18600,24,0,40.733683,-78.19494559999998
20410071,2009000388518,"420130101011",1,26100,24,1,40.732398499999995,-78.1959705
20410072,2009000388518,"420130101011",1,50000,24,0,40.7421321,-78.15121640000001
