sp_id,sp_gq_id,sporder,age,sex
939852122,450036454,1,75,2
940608423,450036454,1,77,1
940608424,450036454,1,97,1
940608425,450036454,1,75,1
940608426,450036454,1,75,1
940608427,450036454,1,95,1
940608428,450036454,1,66,1
940608429,450036454,1,91,1
940608430,450036454,1,73,1
940608431,450036454,1,78,1
940608432,450036454,1,77,1
939852140,450036454,1,86,2
939852139,450036454,1,86,2
939852138,450036454,1,73,2
939852137,450036454,1,88,2
939852136,450036454,1,72,2
939852135,450036454,1,83,2
939852134,450036454,1,87,2
939852133,450036454,1,98,2
939852132,450036454,1,84,2
939852131,450036454,1,82,2
939852130,450036454,1,79,2
939852129,450036454,1,80,2
939852128,450036454,1,88,2
939852127,450036454,1,77,2
939852126,450036454,1,81,2
939852125,450036454,1,81,2
939852124,450036454,1,92,2
939852123,450036454,1,71,2
939852121,450036454,1,78,2
939852120,450036454,1,79,2
939852119,450036454,1,82,2
939852118,450036454,1,98,2
940353016,450036454,1,59,1
939852116,450036454,1,71,2
939852117,450036454,1,80,2
939852147,450036455,1,88,2
939852148,450036455,1,88,2
939852149,450036455,1,70,2
940608435,450036455,1,80,1
940608433,450036455,1,76,1
940608434,450036455,1,84,1
939852150,450036455,1,94,2
939852151,450036455,1,88,2
939852152,450036455,1,90,2
939852153,450036455,1,95,2
939852154,450036455,1,93,2
939852155,450036455,1,86,2
939852156,450036455,1,79,2
939852157,450036455,1,86,2
939852158,450036455,1,77,2
939852159,450036455,1,90,2
939852160,450036455,1,96,2
939852161,450036455,1,89,2
939852162,450036455,1,72,2
939852163,450036455,1,87,2
939852164,450036455,1,83,2
939852165,450036455,1,85,2
940608442,450036455,1,87,1
940608441,450036455,1,81,1
940608440,450036455,1,87,1
940608439,450036455,1,74,1
940608438,450036455,1,79,1
940608437,450036455,1,79,1
939852141,450036455,1,90,2
940608436,450036455,1,84,1
939852142,450036455,1,84,2
939852143,450036455,1,96,2
939852144,450036455,1,91,2
939852145,450036455,1,88,2
939852146,450036455,1,99,2
940086981,450042415,1,75,2
940699459,450042415,1,80,1
940699458,450042415,1,76,1
940699457,450042415,1,74,1
940699456,450042415,1,77,1
