sp_id,gq_type,persons,stcotrbg,latitude,longitude
450003555,"C",1114,"420750025002",40.3317332,-76.51375279999999
450004664,"C",182,"420750023002",40.4283614,-76.626479
450004665,"C",93,"420750025001",40.32987979999999,-76.5212208
450005417,"M",69,"420750023002",40.4412473,-76.6384239
450008463,"P",365,"420750033001",40.338009,-76.3966308
450022080,"P",1,"420750004022",40.3513123,-76.4128232
450022081,"P",3,"420750004022",40.3513123,-76.4128232
450022082,"P",11,"420750022001",40.4581519,-76.49057420000001
450022083,"P",2,"420750022001",40.4581519,-76.49057420000001
450022084,"P",77,"420750033001",40.3391376,-76.39876149999999
450022085,"P",6,"420750037001",40.2918186,-76.5389615
450022086,"P",12,"420750037002",40.2898449,-76.499201
450030507,"N",47,"420750025003",40.331044,-76.5059555
450030508,"N",46,"420750025003",40.329885,-76.507832
450030646,"N",43,"420750028003",40.3806025,-76.29979909999999
450030647,"N",60,"420750029002",40.372109,-76.303014
450030648,"N",51,"420750035003",40.3186672,-76.42027
450030649,"N",51,"420750035003",40.316028,-76.419848
450030650,"N",122,"420750038002",40.302893700000006,-76.5755231
450036454,"N",36,"420750002004",40.320420500000004,-76.4228532
450036455,"N",35,"420750002004",40.3235534,-76.42414790000001
450036456,"N",42,"420750028003",40.3807347,-76.29916920000001
450036457,"N",58,"420750029002",40.3721151,-76.3036108
450036458,"N",49,"420750035003",40.316077,-76.41626
450036459,"N",67,"420750040001",40.2781685,-76.5994885
450039276,"N",326,"420750033001",40.334872100000005,-76.3994286
450040319,"N",38,"420750039012",40.311845399999996,-76.5995315
450042415,"N",31,"420750002004",40.3301217,-76.4234017
450046474,"N",53,"420750024002",40.36447379999999,-76.5062597
450046475,"N",1,"420750028002",40.3968154,-76.3108605
450046476,"N",39,"420750034002",40.315923600000005,-76.3998704
450046477,"N",108,"420750042002",40.2614294,-76.413466
