sp_id,sp_gq_id,sporder,age,sex
942535032,450021850,1,41,1
942535030,450021850,1,27,1
942535029,450021850,1,20,1
942535028,450021850,1,49,1
942535027,450021850,1,40,1
942535026,450021850,1,33,1
942535025,450021850,1,36,1
942535024,450021850,1,54,1
942535023,450021850,1,55,1
942535022,450021850,1,46,1
942535021,450021850,1,27,1
942535020,450021850,1,55,1
942535000,450021850,1,32,1
942535009,450021850,1,43,1
942535019,450021850,1,34,1
942535018,450021850,1,39,1
942535003,450021850,1,44,1
942535002,450021850,1,36,1
942535001,450021850,1,43,1
942535034,450021850,1,33,1
942535033,450021850,1,36,1
942535031,450021850,1,54,1
942534987,450021850,1,49,1
942534988,450021850,1,31,1
942534989,450021850,1,40,1
942534990,450021850,1,43,1
942534991,450021850,1,31,1
942534992,450021850,1,21,1
942534993,450021850,1,27,1
942534994,450021850,1,26,1
942534995,450021850,1,20,1
942534996,450021850,1,48,1
942534997,450021850,1,24,1
942535017,450021850,1,54,1
942534998,450021850,1,48,1
942534999,450021850,1,35,1
942535008,450021850,1,23,1
942535007,450021850,1,58,1
942535006,450021850,1,46,1
942535005,450021850,1,28,1
942535004,450021850,1,29,1
942535011,450021850,1,49,1
942535010,450021850,1,24,1
942535012,450021850,1,50,1
942535013,450021850,1,39,1
942535014,450021850,1,42,1
942535015,450021850,1,22,1
942535016,450021850,1,50,1
942535035,450021851,1,47,2
942535036,450021851,1,29,2
942534712,450021852,1,14,1
942534713,450021853,1,16,2
942534714,450021853,1,15,2
942534715,450021853,1,29,2
939615361,450030440,1,90,2
940319317,450030440,1,59,1
940515163,450030440,1,84,1
940515162,450030440,1,90,1
940515161,450030440,1,88,1
940515160,450030440,1,89,1
940515159,450030440,1,88,1
940515158,450030440,1,67,1
940515168,450030440,1,89,1
940515167,450030440,1,81,1
940515166,450030440,1,77,1
940515165,450030440,1,88,1
939615355,450030440,1,75,2
939615354,450030440,1,76,2
939615353,450030440,1,90,2
939615349,450030440,1,65,2
939615359,450030440,1,92,2
939615358,450030440,1,67,2
939615357,450030440,1,81,2
939615356,450030440,1,76,2
939615352,450030440,1,76,2
939615351,450030440,1,90,2
939615350,450030440,1,81,2
940319320,450030440,1,60,1
940319319,450030440,1,28,1
940319318,450030440,1,62,1
940515173,450030440,1,72,1
940515172,450030440,1,87,1
940515171,450030440,1,72,1
939615348,450030440,1,76,2
940515170,450030440,1,73,1
940515174,450030440,1,84,1
940515169,450030440,1,76,1
940515164,450030440,1,87,1
939615371,450030440,1,89,2
939615370,450030440,1,90,2
939615369,450030440,1,92,2
939615368,450030440,1,86,2
939615367,450030440,1,94,2
939615366,450030440,1,81,2
939615365,450030440,1,98,2
939615364,450030440,1,80,2
939615363,450030440,1,77,2
939615362,450030440,1,98,2
939615360,450030440,1,80,2
939615389,450030440,1,76,2
939615388,450030440,1,95,2
939615387,450030440,1,87,2
939615386,450030440,1,91,2
939615385,450030440,1,74,2
939615384,450030440,1,89,2
939615383,450030440,1,79,2
939615382,450030440,1,88,2
939615381,450030440,1,80,2
939615380,450030440,1,76,2
939615379,450030440,1,87,2
939615378,450030440,1,89,2
939615377,450030440,1,100,2
939615376,450030440,1,66,2
939615375,450030440,1,65,2
939615374,450030440,1,87,2
939615373,450030440,1,95,2
939615372,450030440,1,73,2
942535265,450021854,1,17,1
942535257,450021854,1,17,1
942535258,450021854,1,14,1
942535259,450021854,1,15,1
942535260,450021854,1,17,1
942535264,450021854,1,17,1
942535261,450021854,1,16,1
942535262,450021854,1,17,1
942535263,450021854,1,17,1
942535266,450021855,1,16,2
939615077,450030441,1,88,2
939615076,450030441,1,88,2
939615075,450030441,1,102,2
939615074,450030441,1,76,2
939615073,450030441,1,80,2
939615072,450030441,1,83,2
939615071,450030441,1,66,2
939615070,450030441,1,86,2
939615068,450030441,1,89,2
939615067,450030441,1,82,2
939615066,450030441,1,88,2
939615065,450030441,1,80,2
939615069,450030441,1,93,2
939615064,450030441,1,76,2
939615063,450030441,1,86,2
939615062,450030441,1,80,2
939615061,450030441,1,90,2
939615060,450030441,1,83,2
939615059,450030441,1,84,2
939615058,450030441,1,75,2
939615057,450030441,1,82,2
939615056,450030441,1,75,2
939615055,450030441,1,83,2
939615054,450030441,1,103,2
939615053,450030441,1,98,2
939615052,450030441,1,88,2
939615051,450030441,1,83,2
939615050,450030441,1,103,2
939615049,450030441,1,78,2
939615048,450030441,1,67,2
939615047,450030441,1,89,2
939615046,450030441,1,98,2
939615045,450030441,1,68,2
939615044,450030441,1,87,2
939615043,450030441,1,81,2
939615042,450030441,1,88,2
939615041,450030441,1,92,2
939615040,450030441,1,81,2
939615039,450030441,1,86,2
939615038,450030441,1,84,2
939615037,450030441,1,88,2
939615036,450030441,1,66,2
939615035,450030441,1,83,2
939615034,450030441,1,90,2
939615033,450030441,1,74,2
939615032,450030441,1,79,2
939615031,450030441,1,88,2
939615030,450030441,1,99,2
939615029,450030441,1,73,2
939615028,450030441,1,104,2
939615027,450030441,1,78,2
939615026,450030441,1,90,2
939615025,450030441,1,89,2
939615024,450030441,1,86,2
939615023,450030441,1,86,2
939615022,450030441,1,80,2
939615021,450030441,1,80,2
939615020,450030441,1,82,2
939615019,450030441,1,84,2
939615018,450030441,1,84,2
939615017,450030441,1,72,2
939615016,450030441,1,77,2
939615008,450030441,1,88,2
939615009,450030441,1,96,2
939615010,450030441,1,89,2
940515072,450030441,1,84,1
940515073,450030441,1,73,1
940515074,450030441,1,93,1
940515075,450030441,1,85,1
939615011,450030441,1,68,2
939615012,450030441,1,67,2
939615013,450030441,1,96,2
940515076,450030441,1,86,1
940515077,450030441,1,74,1
940515078,450030441,1,66,1
940515079,450030441,1,69,1
940515080,450030441,1,85,1
940515081,450030441,1,66,1
940515082,450030441,1,78,1
940515083,450030441,1,94,1
940515084,450030441,1,74,1
940515085,450030441,1,87,1
940515086,450030441,1,65,1
940515087,450030441,1,75,1
940515088,450030441,1,80,1
940515089,450030441,1,88,1
940515090,450030441,1,85,1
940515091,450030441,1,74,1
940515092,450030441,1,72,1
940515093,450030441,1,79,1
940515094,450030441,1,88,1
940515095,450030441,1,85,1
940515096,450030441,1,74,1
940515097,450030441,1,78,1
940515098,450030441,1,89,1
939615014,450030441,1,95,2
939615015,450030441,1,70,2
939614988,450030441,1,90,2
939614989,450030441,1,85,2
939614990,450030441,1,89,2
939614991,450030441,1,84,2
939614992,450030441,1,85,2
939614993,450030441,1,82,2
939614994,450030441,1,87,2
939614995,450030441,1,87,2
939614996,450030441,1,94,2
939614997,450030441,1,86,2
939614998,450030441,1,79,2
939614999,450030441,1,80,2
939615000,450030441,1,86,2
939615001,450030441,1,90,2
939615002,450030441,1,67,2
939615003,450030441,1,76,2
939615004,450030441,1,85,2
939615005,450030441,1,90,2
939615006,450030441,1,88,2
939615007,450030441,1,80,2
939615099,450030441,1,90,2
939615098,450030441,1,92,2
939615097,450030441,1,95,2
939615096,450030441,1,94,2
939615095,450030441,1,92,2
939615094,450030441,1,81,2
939615093,450030441,1,87,2
939615092,450030441,1,78,2
939615091,450030441,1,94,2
939615090,450030441,1,82,2
939615089,450030441,1,82,2
939615088,450030441,1,75,2
939615087,450030441,1,79,2
939615086,450030441,1,96,2
939615085,450030441,1,82,2
939615084,450030441,1,90,2
939615083,450030441,1,81,2
939615082,450030441,1,84,2
939615081,450030441,1,73,2
939615080,450030441,1,85,2
939615079,450030441,1,86,2
939615078,450030441,1,92,2
939615231,450030443,1,87,2
939615210,450030443,1,76,2
939615209,450030443,1,88,2
939615208,450030443,1,90,2
939615207,450030443,1,90,2
939615206,450030443,1,76,2
939615205,450030443,1,93,2
939615204,450030443,1,94,2
939615203,450030443,1,89,2
939615202,450030443,1,89,2
939615201,450030443,1,92,2
939615200,450030443,1,88,2
939615199,450030443,1,85,2
939615198,450030443,1,81,2
939615197,450030443,1,87,2
939615196,450030443,1,82,2
939615195,450030443,1,75,2
939615194,450030443,1,82,2
939615193,450030443,1,79,2
939615192,450030443,1,83,2
939615191,450030443,1,83,2
939615190,450030443,1,84,2
