sp_id,gq_type,persons,stcotrbg,latitude,longitude
450003531,"C",1570,"420210137001",40.2685834,-78.8326112
450003532,"C",1039,"420210123002",40.5027816,-78.6384694
450003533,"C",341,"420210128002",40.45994829999999,-78.60135809999998
450007855,"P",191,"420210125001",40.484509499999994,-78.70151609999999
450008433,"P",489,"420210123001",40.4956889,-78.6218482
450008434,"P",489,"420210123001",40.4977085,-78.6188738
450008435,"P",733,"420210128002",40.450739899999995,-78.5632632
450008436,"P",735,"420210128002",40.44719620000001,-78.56055490000001
450010320,"P",191,"420210125001",40.4899633,-78.6968738
450021850,"P",48,"420210001002",40.326356200000006,-78.92189809999999
450021851,"P",2,"420210001002",40.326356200000006,-78.92189809999999
450021852,"P",1,"420210007002",40.2951602,-78.9234515
450021853,"P",3,"420210007002",40.2951602,-78.9234515
450021854,"P",9,"420210105001",40.2811417,-78.9191747
450021855,"P",1,"420210105001",40.2811417,-78.9191747
450021856,"P",22,"420210120001",40.607256299999996,-78.5751655
450021857,"P",15,"420210121002",40.6939435,-78.3943913
450021858,"P",6,"420210121002",40.6939435,-78.3943913
450021859,"P",5,"420210123001",40.534481400000004,-78.6026881
450021860,"P",13,"420210125001",40.5216941,-78.74035959999999
450021861,"P",2,"420210125001",40.5216941,-78.74035959999999
450021862,"P",47,"420210125001",40.5216941,-78.74035959999999
450021863,"P",6,"420210126002",40.483967799999995,-78.73169250000001
450021864,"P",35,"420210128002",40.4404769,-78.5847823
450021865,"P",1,"420210128002",40.4404769,-78.5847823
450030440,"N",63,"420210007003",40.307046899999996,-78.9169128
450030441,"N",139,"420210108015",40.28367,-78.8794963
450030442,"N",34,"420210137001",40.2784946,-78.8382404
450030443,"N",144,"420210111001",40.3096722,-78.9778532
450030444,"N",142,"420210111001",40.3060416,-78.948009
450030445,"N",43,"420210112001",40.313555,-78.93536
450030446,"N",95,"420210120002",40.660145,-78.700583
450036325,"N",219,"420210125001",40.488674100000004,-78.7049406
450039253,"N",32,"420210137001",40.276431,-78.834519
450039254,"N",24,"420210132004",40.3292188,-78.7312301
450042400,"N",29,"420210137001",40.270652899999995,-78.8433931
450046432,"N",18,"420210128002",40.4404769,-78.5847823
450046433,"N",38,"420210129003",40.355296700000004,-78.6536505
450046434,"N",16,"420210133004",40.2884096,-78.7962438
