sp_id,workers,latitude,longitude
513520625,12,40.309571999999996,-78.3178582
513517505,19,40.107008,-78.6023491
508537846,18,39.6586131,-78.77393909999999
513225920,20,39.7845761,-78.7473791
513518057,22,40.019634100000005,-78.50967320000001
513921411,15,40.5222249,-78.3859892
513517753,21,39.9481461,-78.4990382
508521492,17,39.3599381,-77.4253536
513923702,20,40.354874,-78.3989202
513516876,14,39.8065331,-78.6690881
508530682,15,39.6251321,-77.7141484
508537960,21,39.654228100000005,-78.7973811
508537330,22,39.647223100000005,-78.7611411
508283539,17,38.7775522,-77.01325870000001
516286803,30,33.466654,-94.28242409999999
508536477,19,39.6768201,-78.7318521
513493483,13,39.9017821,-79.7340978
513922527,17,40.452514,-78.3940592
513511554,21,40.01546210000001,-79.077538
508535546,23,39.630242100000004,-77.8598184
514109904,20,41.1934461,-84.18013309999999
507741675,22,37.7528958,-85.88645109999999
513539691,13,40.131983,-77.0190076
513919435,25,40.508519899999996,-78.2195422
513890934,25,40.720591799999994,-76.1905189
513575768,15,40.2892849,-76.6697207
513518556,24,39.8770251,-78.4839252
513516737,20,40.181599,-78.6111471
513225789,19,39.7699791,-78.4011462
513522792,24,39.8354341,-77.7000074
513510796,21,39.8901291,-79.05406500000001
508539773,16,39.6428724,-78.9381678
513521083,12,40.048102,-78.0302983
513224850,25,39.724523100000006,-77.72437640000001
513518209,28,40.014366100000004,-78.5008052
508537041,30,39.6407821,-78.6440682
508538711,14,39.6110981,-78.83901309999999
513520235,22,40.253405,-78.3250792
513518270,20,39.9507461,-78.5049322
513517428,23,40.048788099999996,-78.6465801
513529791,15,40.201411,-77.3664755
513517764,17,40.081483,-78.5211112
508538948,23,39.6260451,-78.8942871
513519628,23,40.0063123,-78.3606041
508537255,22,39.650749100000006,-78.76203309999998
513517475,15,40.056946999999994,-78.6495501
513920429,18,40.413872,-78.3210152
513225928,13,39.7431501,-78.7577041
513225671,18,39.729342100000004,-78.0959683
513566379,18,39.951862,-76.76871870000001
508538396,27,39.6155721,-78.8064481
513518843,13,40.316184,-78.4564572
513517370,17,40.17732,-78.5596411
513921657,19,40.464655,-78.3661152
513920091,20,40.462711999999996,-78.2067482
513528176,30,40.181162,-77.5326585
513923755,24,40.5370219,-78.4027882
508243582,22,39.183472200000004,-77.17743859999999
508520290,21,39.4201071,-77.41982759999999
513925812,20,40.337608,-78.4341652
513525925,22,39.929903,-77.6253745
508538289,20,39.655942100000004,-78.7936681
513516855,19,39.9595091,-78.55257420000001
508537166,12,39.65354310000001,-78.76442209999999
508512082,20,39.2457622,-77.26855859999999
513528855,18,40.054041999999995,-77.4925585
513493666,25,39.892312100000005,-79.7328978
513919589,24,40.5324519,-78.0889183
508536012,18,39.7131921,-78.0667783
513925662,16,40.398887,-78.4359662
513516820,20,39.869275099999996,-78.6157632
513925989,23,40.474452,-78.4237382
513517268,20,40.130286,-78.6455491
513518290,15,40.035133,-78.5229582
513518594,25,40.216475,-78.5168782
513919419,22,40.4726059,-78.1734672
508536611,20,39.6427691,-78.7520441
513516773,18,40.148569,-78.63919709999999
508538751,18,39.638156099999996,-78.8521701
513520287,24,40.296772,-78.2584442
513520324,27,40.223028,-78.2796132
508537856,21,39.6489151,-78.7975451
514005588,19,40.420712,-80.06030770000001
513520181,21,40.288047999999996,-78.3444772
513538300,23,40.223982,-77.04339859999999
513518222,12,40.017801,-78.4655232
513522866,21,39.8349521,-77.71413740000001
513922721,24,40.5339919,-78.39229820000001
513519685,13,40.336071999999994,-78.3926582
508537474,23,39.6360121,-78.75749809999999
513520621,14,40.301992,-78.3293182
513740868,29,40.0822319,-75.17959920000001
508536226,26,39.675065100000005,-78.2844193
513518785,28,39.9150031,-78.3846162
513515603,16,40.280282,-78.870678
513518930,23,40.025424,-78.4415432
513517804,15,40.024427,-78.5024312
513929831,16,40.389162,-78.861478
516286930,25,33.46606,-94.29371309999999
513923600,25,40.483402000000005,-78.4010512
513844351,21,40.4694888,-75.32083809999999
513519028,26,40.011390999999996,-78.3726432
513924216,27,40.455492,-78.4097962
513913536,14,40.8113719,-77.83108829999999
508538503,18,39.6533821,-78.77212809999999
513516760,22,40.209621000000006,-78.6359701
513225826,17,39.7905231,-78.5717752
508537702,20,39.6532021,-78.76428809999999
513846484,18,40.456139799999995,-75.3485221
508538543,15,39.6528821,-78.78063809999999
508513705,16,39.4539501,-77.3236316
508537461,23,39.6485821,-78.75613809999999
513699751,22,40.2972019,-75.2978992
513518196,15,40.016533100000004,-78.4958462
513924230,16,40.502179,-78.41102420000001
513920495,20,40.336517,-78.3258452
516938388,20,37.100604499999996,-113.57235940000001
513519780,30,40.056645,-78.2204473
513518699,17,40.023384,-78.4580772
513516020,21,40.229771,-78.8280501
513918804,14,40.4897219,-78.01420829999999
508537646,23,39.6560021,-78.7594781
513925223,25,40.487753999999995,-78.4214362
513518415,25,40.0189171,-78.5017032
513518775,16,40.298933,-78.4527052
513922268,18,40.470882,-78.39505820000001
513512641,21,39.992012100000004,-78.992488
508531538,10,39.637272100000004,-77.7181884
513519735,20,39.999427000000004,-78.2344693
513520325,19,40.229194,-78.2780812
502946266,14,39.753741999999995,-75.5897691
513918572,21,40.494701899999995,-78.0151083
513517875,18,40.0176231,-78.5136782
513557452,24,40.3348319,-76.8508987
513519218,19,40.003986,-78.3829182
513921967,19,40.498742,-78.3858682
513517191,20,40.024165100000005,-78.5785352
