sp_id,sp_gq_id,sporder,age,sex
940214192,450046457,1,94,2
940214193,450046457,1,88,2
940214194,450046457,1,86,2
940214195,450046457,1,85,2
940214196,450046457,1,93,2
940214197,450046457,1,83,2
940214198,450046457,1,98,2
940214199,450046457,1,95,2
940214215,450046457,1,85,2
940214214,450046457,1,96,2
940214213,450046457,1,85,2
940214212,450046457,1,77,2
940214211,450046457,1,71,2
940214210,450046457,1,89,2
940214209,450046457,1,75,2
940214208,450046457,1,82,2
940214207,450046457,1,85,2
940214206,450046457,1,81,2
940214205,450046457,1,79,2
940214204,450046457,1,85,2
940214203,450046457,1,90,2
940214202,450046457,1,83,2
940754262,450046457,1,80,1
940214201,450046457,1,105,2
940214189,450046457,1,87,2
940214191,450046457,1,77,2
940754255,450046457,1,75,1
940214181,450046457,1,78,2
940214182,450046457,1,92,2
940214183,450046457,1,81,2
940214184,450046457,1,99,2
940214185,450046457,1,87,2
940214186,450046457,1,81,2
940214187,450046457,1,93,2
940214188,450046457,1,87,2
940214190,450046457,1,92,2
940214200,450046457,1,78,2
940754256,450046457,1,81,1
940754257,450046457,1,77,1
940754258,450046457,1,80,1
940754259,450046457,1,96,1
940754260,450046457,1,98,1
940754261,450046457,1,66,1
940754248,450046457,1,83,1
940754249,450046457,1,75,1
940754250,450046457,1,85,1
940754251,450046457,1,75,1
940754252,450046457,1,89,1
940754253,450046457,1,83,1
940754254,450046457,1,90,1
939377271,450030484,1,63,2
939377272,450030484,1,36,2
939377270,450030484,1,44,2
939377273,450030484,1,46,2
939377269,450030484,1,58,2
940319218,450030484,1,48,1
940319217,450030484,1,32,1
939613481,450030484,1,84,2
939613482,450030484,1,92,2
939377274,450030484,1,27,2
939849147,450036335,1,95,2
939849161,450036335,1,91,2
939849160,450036335,1,84,2
939849159,450036335,1,77,2
939849158,450036335,1,83,2
939849157,450036335,1,72,2
939849156,450036335,1,85,2
939849155,450036335,1,90,2
939849154,450036335,1,75,2
939849153,450036335,1,92,2
939849152,450036335,1,85,2
939849151,450036335,1,68,2
939849150,450036335,1,85,2
939849149,450036335,1,97,2
939849148,450036335,1,81,2
939849146,450036335,1,86,2
939849145,450036335,1,84,2
939849144,450036335,1,84,2
939849143,450036335,1,87,2
939849142,450036335,1,103,2
939849141,450036335,1,85,2
939849140,450036335,1,83,2
939849139,450036335,1,75,2
940352647,450036335,1,62,1
942561563,450022033,1,17,2
942561564,450022033,1,17,2
942561565,450022033,1,13,2
942561561,450022033,1,17,2
942561562,450022033,1,15,2
942561566,450022033,1,17,2
942561567,450022033,1,17,2
942561568,450022033,1,17,2
942561569,450022033,1,15,2
942561570,450022033,1,16,2
942552438,450022034,1,38,1
942552437,450022034,1,39,1
942552428,450022034,1,17,1
942552429,450022034,1,17,1
942552430,450022034,1,17,1
942552431,450022034,1,17,1
942552432,450022034,1,16,1
942552433,450022034,1,17,1
942552434,450022034,1,17,1
942552435,450022034,1,16,1
942552436,450022034,1,17,1
939613457,450030485,1,87,2
940319206,450030485,1,56,1
940319207,450030485,1,46,1
939377262,450030485,1,62,2
939377261,450030485,1,44,2
939613449,450030485,1,85,2
939613450,450030485,1,77,2
939613451,450030485,1,79,2
939613452,450030485,1,100,2
939613453,450030485,1,96,2
939613454,450030485,1,75,2
939613460,450030485,1,87,2
939613459,450030485,1,89,2
939613458,450030485,1,88,2
939613455,450030485,1,80,2
939613456,450030485,1,69,2
940319205,450030485,1,56,1
942548562,450008451,1,26,1
942549420,450008451,1,40,1
942549421,450008451,1,45,1
942549422,450008451,1,53,1
942549423,450008451,1,25,1
942549424,450008451,1,29,1
942549425,450008451,1,42,1
942549426,450008451,1,44,1
942549427,450008451,1,54,1
942549428,450008451,1,41,1
942549429,450008451,1,57,1
942549430,450008451,1,35,1
942549431,450008451,1,34,1
942549432,450008451,1,23,1
942549433,450008451,1,39,1
942549434,450008451,1,38,1
942549435,450008451,1,48,1
942549436,450008451,1,22,1
942549437,450008451,1,45,1
942549438,450008451,1,35,1
942549439,450008451,1,48,1
942549440,450008451,1,27,1
942549441,450008451,1,41,1
942549442,450008451,1,31,1
942549443,450008451,1,49,1
942549444,450008451,1,31,1
942549445,450008451,1,33,1
942549446,450008451,1,19,1
942549447,450008451,1,38,1
942549448,450008451,1,38,1
942549449,450008451,1,33,1
942549450,450008451,1,29,1
942549451,450008451,1,22,1
942549452,450008451,1,45,1
942549453,450008451,1,46,1
942549454,450008451,1,22,1
942549455,450008451,1,42,1
942549456,450008451,1,34,1
942549457,450008451,1,40,1
942549458,450008451,1,42,1
942549459,450008451,1,38,1
942549460,450008451,1,35,1
942549461,450008451,1,25,1
942549462,450008451,1,32,1
942549463,450008451,1,27,1
942549464,450008451,1,26,1
942549465,450008451,1,35,1
942549466,450008451,1,40,1
942549467,450008451,1,29,1
942549468,450008451,1,43,1
942549469,450008451,1,26,1
942549470,450008451,1,38,1
942549471,450008451,1,37,1
942549472,450008451,1,53,1
942549473,450008451,1,52,1
942549474,450008451,1,43,1
942549475,450008451,1,28,1
942549476,450008451,1,36,1
942549477,450008451,1,41,1
942549478,450008451,1,33,1
942549479,450008451,1,32,1
942549480,450008451,1,27,1
942549481,450008451,1,23,1
942549482,450008451,1,27,1
942549483,450008451,1,54,1
942549484,450008451,1,29,1
942549485,450008451,1,27,1
942549486,450008451,1,26,1
942549487,450008451,1,33,1
942549488,450008451,1,43,1
942549489,450008451,1,29,1
942549490,450008451,1,33,1
942549491,450008451,1,58,1
942549492,450008451,1,41,1
942549493,450008451,1,43,1
942549494,450008451,1,40,1
942549495,450008451,1,34,1
942549496,450008451,1,35,1
942549497,450008451,1,37,1
942549498,450008451,1,30,1
942549499,450008451,1,56,1
942549500,450008451,1,55,1
942549501,450008451,1,51,1
942549502,450008451,1,38,1
942549503,450008451,1,25,1
942549504,450008451,1,32,1
942549505,450008451,1,46,1
942549506,450008451,1,29,1
942549507,450008451,1,24,1
942549508,450008451,1,31,1
942549509,450008451,1,46,1
942549510,450008451,1,33,1
942549511,450008451,1,33,1
942549512,450008451,1,45,1
942549513,450008451,1,32,1
942549514,450008451,1,54,1
942549515,450008451,1,46,1
942549516,450008451,1,21,1
942549517,450008451,1,23,1
942549518,450008451,1,43,1
942549519,450008451,1,22,1
942549520,450008451,1,37,1
942549521,450008451,1,28,1
942549522,450008451,1,18,1
942549523,450008451,1,18,1
942549524,450008451,1,34,1
942549525,450008451,1,32,1
942549526,450008451,1,40,1
942549527,450008451,1,34,1
942549528,450008451,1,41,1
942549529,450008451,1,37,1
942549530,450008451,1,64,1
942549531,450008451,1,53,1
942549532,450008451,1,54,1
942549533,450008451,1,46,1
942549534,450008451,1,36,1
942549535,450008451,1,44,1
942549536,450008451,1,33,1
942549537,450008451,1,47,1
942549538,450008451,1,52,1
942549539,450008451,1,32,1
942549540,450008451,1,43,1
942549541,450008451,1,21,1
942549542,450008451,1,35,1
942549543,450008451,1,48,1
942549544,450008451,1,33,1
942549545,450008451,1,35,1
942549546,450008451,1,18,1
942549547,450008451,1,57,1
942549548,450008451,1,49,1
942549549,450008451,1,42,1
942549550,450008451,1,36,1
942549551,450008451,1,48,1
942549552,450008451,1,27,1
942549553,450008451,1,47,1
942549554,450008451,1,53,1
942549555,450008451,1,25,1
942549556,450008451,1,31,1
942549557,450008451,1,31,1
942549558,450008451,1,37,1
942549559,450008451,1,30,1
942549560,450008451,1,34,1
942549561,450008451,1,37,1
942549562,450008451,1,35,1
942549563,450008451,1,36,1
942549564,450008451,1,21,1
942549565,450008451,1,58,1
942549566,450008451,1,45,1
942549567,450008451,1,23,1
942549568,450008451,1,37,1
942549569,450008451,1,46,1
942549570,450008451,1,25,1
942549571,450008451,1,39,1
942549572,450008451,1,50,1
942549573,450008451,1,27,1
942549574,450008451,1,29,1
942549575,450008451,1,29,1
942549576,450008451,1,20,1
942549577,450008451,1,55,1
942549578,450008451,1,36,1
942549579,450008451,1,42,1
942549580,450008451,1,49,1
942549581,450008451,1,23,1
942549582,450008451,1,41,1
942549583,450008451,1,45,1
942549584,450008451,1,39,1
942549585,450008451,1,50,1
942549586,450008451,1,28,1
942549587,450008451,1,47,1
942549588,450008451,1,22,1
942549589,450008451,1,32,1
942549590,450008451,1,46,1
942549591,450008451,1,57,1
942549592,450008451,1,59,1
942549593,450008451,1,22,1
942549594,450008451,1,38,1
942549595,450008451,1,64,1
942549596,450008451,1,29,1
942549597,450008451,1,36,1
942549598,450008451,1,35,1
942549599,450008451,1,22,1
942549600,450008451,1,46,1
942549601,450008451,1,64,1
942549602,450008451,1,44,1
942549603,450008451,1,26,1
942549604,450008451,1,24,1
942549605,450008451,1,28,1
942549606,450008451,1,29,1
942549607,450008451,1,60,1
942549608,450008451,1,31,1
942549609,450008451,1,20,1
942549610,450008451,1,28,1
942549611,450008451,1,42,1
942549612,450008451,1,46,1
942549613,450008451,1,29,1
942549614,450008451,1,41,1
942549615,450008451,1,37,1
942549616,450008451,1,38,1
942549617,450008451,1,22,1
942549618,450008451,1,57,1
942549619,450008451,1,22,1
942549620,450008451,1,43,1
942549621,450008451,1,35,1
942549622,450008451,1,29,1
942549623,450008451,1,47,1
942549624,450008451,1,26,1
942549625,450008451,1,46,1
942549626,450008451,1,25,1
942549627,450008451,1,21,1
942549628,450008451,1,50,1
942549629,450008451,1,38,1
942549630,450008451,1,27,1
942549631,450008451,1,38,1
942549632,450008451,1,39,1
942549633,450008451,1,22,1
942549634,450008451,1,33,1
942549635,450008451,1,21,1
942549636,450008451,1,52,1
942549637,450008451,1,23,1
942549638,450008451,1,23,1
942549639,450008451,1,40,1
942549640,450008451,1,54,1
942549641,450008451,1,48,1
942549642,450008451,1,26,1
942549643,450008451,1,51,1
942549644,450008451,1,26,1
942549645,450008451,1,32,1
942549646,450008451,1,37,1
942549647,450008451,1,39,1
942549648,450008451,1,42,1
942549649,450008451,1,45,1
942549650,450008451,1,32,1
942549651,450008451,1,35,1
942549652,450008451,1,46,1
942549653,450008451,1,37,1
942549654,450008451,1,43,1
942549655,450008451,1,45,1
942549656,450008451,1,37,1
942549657,450008451,1,41,1
942549658,450008451,1,50,1
942549659,450008451,1,21,1
942549660,450008451,1,33,1
942549661,450008451,1,39,1
942549662,450008451,1,42,1
942549663,450008451,1,35,1
942549664,450008451,1,43,1
942549665,450008451,1,25,1
942549666,450008451,1,33,1
942549667,450008451,1,61,1
942549668,450008451,1,49,1
942549669,450008451,1,30,1
942549670,450008451,1,23,1
942549671,450008451,1,42,1
942549672,450008451,1,35,1
942549673,450008451,1,50,1
942549674,450008451,1,51,1
942549675,450008451,1,39,1
942549676,450008451,1,53,1
942549677,450008451,1,47,1
942549678,450008451,1,57,1
942549679,450008451,1,28,1
942549680,450008451,1,21,1
942549681,450008451,1,32,1
942549682,450008451,1,49,1
942549683,450008451,1,23,1
942549684,450008451,1,57,1
942549685,450008451,1,42,1
942549686,450008451,1,23,1
942549687,450008451,1,22,1
942549688,450008451,1,46,1
942549689,450008451,1,51,1
942549690,450008451,1,27,1
942549691,450008451,1,37,1
942549692,450008451,1,62,1
942549693,450008451,1,54,1
942549694,450008451,1,48,1
942549695,450008451,1,46,1
942549696,450008451,1,39,1
942549697,450008451,1,31,1
942549698,450008451,1,43,1
942549699,450008451,1,38,1
942549700,450008451,1,23,1
942549701,450008451,1,52,1
942549702,450008451,1,47,1
942549703,450008451,1,38,1
942549704,450008451,1,61,1
942549705,450008451,1,24,1
942549706,450008451,1,42,1
942549707,450008451,1,32,1
942549708,450008451,1,20,1
942549709,450008451,1,27,1
942549710,450008451,1,41,1
942549711,450008451,1,70,1
942549712,450008451,1,67,1
942549713,450008451,1,77,1
942549714,450008451,1,77,1
942549715,450008451,1,67,1
942549716,450008451,1,92,1
942549717,450008451,1,65,1
942549718,450008451,1,68,1
942549719,450008451,1,92,1
942549720,450008451,1,88,1
942549721,450008451,1,67,1
942549722,450008451,1,78,1
942549723,450008451,1,70,1
942549724,450008451,1,81,1
942549725,450008451,1,67,1
942549726,450008451,1,76,1
942549727,450008451,1,69,1
942549728,450008451,1,76,1
942549729,450008451,1,73,1
942549730,450008451,1,82,1
942549731,450008451,1,66,1
942549732,450008451,1,83,1
942549733,450008451,1,67,1
942549734,450008451,1,65,1
942548616,450008451,1,51,1
942548615,450008451,1,33,1
942548614,450008451,1,29,1
942548613,450008451,1,32,1
942548612,450008451,1,51,1
942548611,450008451,1,20,1
942548610,450008451,1,35,1
942548609,450008451,1,34,1
942548608,450008451,1,48,1
942548607,450008451,1,26,1
942548606,450008451,1,39,1
942548605,450008451,1,32,1
942548604,450008451,1,45,1
942548603,450008451,1,22,1
942548602,450008451,1,28,1
942548601,450008451,1,48,1
942548600,450008451,1,25,1
942548599,450008451,1,32,1
942548598,450008451,1,24,1
942548597,450008451,1,22,1
942548596,450008451,1,32,1
942548595,450008451,1,26,1
942548594,450008451,1,43,1
942548593,450008451,1,43,1
942548592,450008451,1,20,1
942548591,450008451,1,57,1
942548590,450008451,1,30,1
942548589,450008451,1,45,1
942548588,450008451,1,49,1
942548587,450008451,1,21,1
942548586,450008451,1,34,1
942548585,450008451,1,32,1
942548584,450008451,1,51,1
942548583,450008451,1,57,1
942548582,450008451,1,27,1
942548581,450008451,1,48,1
942548580,450008451,1,52,1
942548579,450008451,1,22,1
942548578,450008451,1,21,1
942548577,450008451,1,43,1
942548576,450008451,1,43,1
942548575,450008451,1,48,1
942548574,450008451,1,64,1
942548573,450008451,1,34,1
942548572,450008451,1,31,1
942548571,450008451,1,28,1
942548570,450008451,1,38,1
942548569,450008451,1,18,1
942548568,450008451,1,27,1
942548567,450008451,1,36,1
942548566,450008451,1,43,1
942548565,450008451,1,56,1
942548564,450008451,1,45,1
942548563,450008451,1,45,1
942548561,450008451,1,31,1
942548560,450008451,1,32,1
942548559,450008451,1,26,1
942548558,450008451,1,46,1
942548557,450008451,1,35,1
942548556,450008451,1,47,1
942548555,450008451,1,21,1
942548554,450008451,1,33,1
942548553,450008451,1,21,1
942548552,450008451,1,40,1
942548551,450008451,1,59,1
942548550,450008451,1,24,1
942548549,450008451,1,39,1
942548548,450008451,1,63,1
942548547,450008451,1,43,1
942548546,450008451,1,34,1
942548545,450008451,1,21,1
942548544,450008451,1,39,1
942548543,450008451,1,25,1
942548542,450008451,1,25,1
942548541,450008451,1,26,1
942548540,450008451,1,27,1
942548539,450008451,1,43,1
942548538,450008451,1,53,1
942548537,450008451,1,49,1
942548536,450008451,1,34,1
942548535,450008451,1,50,1
942548534,450008451,1,56,1
942548533,450008451,1,25,1
942548532,450008451,1,60,1
942548531,450008451,1,39,1
942548530,450008451,1,43,1
942548529,450008451,1,27,1
942548528,450008451,1,58,1
942548527,450008451,1,32,1
942548526,450008451,1,38,1
942548525,450008451,1,20,1
942548524,450008451,1,29,1
942548523,450008451,1,21,1
942548522,450008451,1,24,1
942548521,450008451,1,23,1
942548520,450008451,1,37,1
942548519,450008451,1,48,1
942548518,450008451,1,35,1
942548517,450008451,1,44,1
942548516,450008451,1,40,1
942548515,450008451,1,40,1
942548514,450008451,1,20,1
942548513,450008451,1,23,1
942548512,450008451,1,57,1
942548511,450008451,1,27,1
942548510,450008451,1,24,1
942548509,450008451,1,49,1
942548508,450008451,1,21,1
942548507,450008451,1,26,1
942548506,450008451,1,36,1
942548505,450008451,1,26,1
942548504,450008451,1,28,1
942548503,450008451,1,29,1
942548502,450008451,1,30,1
942548501,450008451,1,50,1
942548500,450008451,1,27,1
942548499,450008451,1,28,1
942548498,450008451,1,42,1
942548497,450008451,1,32,1
942548496,450008451,1,46,1
942548495,450008451,1,31,1
942548494,450008451,1,32,1
942548493,450008451,1,42,1
942548492,450008451,1,51,1
942548491,450008451,1,54,1
942548490,450008451,1,37,1
942548489,450008451,1,26,1
942548488,450008451,1,44,1
942548487,450008451,1,63,1
942548486,450008451,1,30,1
942548485,450008451,1,35,1
942548484,450008451,1,21,1
942548483,450008451,1,22,1
942548482,450008451,1,57,1
942548481,450008451,1,43,1
942548480,450008451,1,34,1
942548479,450008451,1,29,1
942548478,450008451,1,30,1
942548477,450008451,1,28,1
942548476,450008451,1,36,1
942548475,450008451,1,34,1
942548474,450008451,1,48,1
942548473,450008451,1,26,1
942548472,450008451,1,43,1
942548471,450008451,1,28,1
942548470,450008451,1,29,1
942548469,450008451,1,35,1
942548468,450008451,1,38,1
942548467,450008451,1,37,1
942548466,450008451,1,41,1
942548465,450008451,1,48,1
942548464,450008451,1,55,1
942548463,450008451,1,26,1
942548462,450008451,1,27,1
942548461,450008451,1,22,1
942548460,450008451,1,32,1
942548459,450008451,1,61,1
942548458,450008451,1,37,1
942548457,450008451,1,25,1
942548456,450008451,1,43,1
942548455,450008451,1,38,1
942548454,450008451,1,20,1
942548453,450008451,1,41,1
942548452,450008451,1,25,1
942548451,450008451,1,45,1
942548450,450008451,1,22,1
942548449,450008451,1,47,1
942548448,450008451,1,26,1
942548447,450008451,1,50,1
942548446,450008451,1,23,1
942548445,450008451,1,55,1
942548444,450008451,1,40,1
942548443,450008451,1,56,1
942548442,450008451,1,27,1
942548441,450008451,1,47,1
942548440,450008451,1,35,1
942548439,450008451,1,34,1
942548438,450008451,1,19,1
942548437,450008451,1,24,1
942548436,450008451,1,30,1
942548435,450008451,1,50,1
942548434,450008451,1,34,1
942548433,450008451,1,25,1
942548432,450008451,1,40,1
942548431,450008451,1,35,1
942548430,450008451,1,46,1
942548429,450008451,1,40,1
942548428,450008451,1,54,1
942548427,450008451,1,60,1
942548426,450008451,1,46,1
942548425,450008451,1,26,1
942548424,450008451,1,25,1
942548423,450008451,1,32,1
942548422,450008451,1,48,1
942548421,450008451,1,39,1
942548420,450008451,1,18,1
942548419,450008451,1,32,1
942548418,450008451,1,31,1
942548417,450008451,1,35,1
942548416,450008451,1,43,1
942548415,450008451,1,23,1
942548414,450008451,1,61,1
942548413,450008451,1,45,1
942548412,450008451,1,53,1
942548411,450008451,1,31,1
942548410,450008451,1,28,1
942548409,450008451,1,51,1
942548408,450008451,1,51,1
942548407,450008451,1,58,1
942548406,450008451,1,33,1
942548405,450008451,1,46,1
942548404,450008451,1,51,1
942548403,450008451,1,49,1
942548402,450008451,1,43,1
942548401,450008451,1,29,1
942548400,450008451,1,54,1
942548399,450008451,1,32,1
942548398,450008451,1,35,1
942548397,450008451,1,60,1
942548396,450008451,1,20,1
942548395,450008451,1,20,1
942548394,450008451,1,51,1
942548393,450008451,1,52,1
942548392,450008451,1,23,1
942548391,450008451,1,32,1
942548390,450008451,1,19,1
942548389,450008451,1,34,1
942548388,450008451,1,33,1
942548387,450008451,1,47,1
942548386,450008451,1,39,1
942548385,450008451,1,41,1
942548384,450008451,1,28,1
942548383,450008451,1,28,1
942548382,450008451,1,43,1
942548381,450008451,1,31,1
942548380,450008451,1,39,1
942548379,450008451,1,21,1
942548378,450008451,1,41,1
942548377,450008451,1,41,1
942548376,450008451,1,47,1
942548375,450008451,1,25,1
942548374,450008451,1,23,1
942548373,450008451,1,62,1
942548372,450008451,1,53,1
942548371,450008451,1,32,1
942548370,450008451,1,45,1
942548369,450008451,1,37,1
942548368,450008451,1,22,1
942548367,450008451,1,35,1
942548366,450008451,1,27,1
942548365,450008451,1,48,1
942548364,450008451,1,38,1
942548363,450008451,1,45,1
942548362,450008451,1,39,1
942548361,450008451,1,33,1
942548360,450008451,1,24,1
942548359,450008451,1,33,1
942548358,450008451,1,42,1
942548357,450008451,1,44,1
942548356,450008451,1,25,1
942548355,450008451,1,47,1
942548354,450008451,1,32,1
942548353,450008451,1,50,1
942548352,450008451,1,26,1
942548351,450008451,1,22,1
942548350,450008451,1,31,1
942548349,450008451,1,49,1
942548348,450008451,1,39,1
942548347,450008451,1,55,1
942548346,450008451,1,30,1
942548345,450008451,1,31,1
942548344,450008451,1,27,1
942548343,450008451,1,35,1
942548342,450008451,1,25,1
942548341,450008451,1,27,1
942548340,450008451,1,37,1
942548339,450008451,1,53,1
942548338,450008451,1,33,1
942548337,450008451,1,60,1
942548336,450008451,1,22,1
942548335,450008451,1,33,1
942548334,450008451,1,46,1
942548333,450008451,1,47,1
942548332,450008451,1,40,1
942548331,450008451,1,25,1
942548330,450008451,1,38,1
942548329,450008451,1,20,1
942548328,450008451,1,27,1
942548327,450008451,1,48,1
942548326,450008451,1,30,1
942548325,450008451,1,33,1
942548324,450008451,1,39,1
942548323,450008451,1,32,1
942548322,450008451,1,59,1
942548321,450008451,1,27,1
942548320,450008451,1,53,1
942548319,450008451,1,49,1
942548318,450008451,1,51,1
942548317,450008451,1,32,1
942548316,450008451,1,25,1
942548315,450008451,1,28,1
942548314,450008451,1,22,1
942548313,450008451,1,31,1
942548312,450008451,1,21,1
942548311,450008451,1,34,1
942548310,450008451,1,20,1
942548309,450008451,1,54,1
942548308,450008451,1,46,1
942548307,450008451,1,31,1
942548306,450008451,1,43,1
942548305,450008451,1,49,1
942548304,450008451,1,38,1
942548303,450008451,1,41,1
942548302,450008451,1,51,1
942548301,450008451,1,38,1
942548300,450008451,1,26,1
942548299,450008451,1,50,1
942548298,450008451,1,35,1
942548297,450008451,1,40,1
942548296,450008451,1,27,1
942548295,450008451,1,51,1
942548294,450008451,1,23,1
942548293,450008451,1,42,1
942548292,450008451,1,59,1
942548291,450008451,1,34,1
942548290,450008451,1,44,1
942548289,450008451,1,39,1
942548288,450008451,1,29,1
942548287,450008451,1,35,1
942548286,450008451,1,27,1
942548285,450008451,1,28,1
942548284,450008451,1,58,1
942548283,450008451,1,29,1
942548282,450008451,1,36,1
942548281,450008451,1,39,1
942548280,450008451,1,42,1
942548279,450008451,1,34,1
942548278,450008451,1,53,1
942548277,450008451,1,35,1
942548276,450008451,1,46,1
942548275,450008451,1,31,1
942548274,450008451,1,45,1
942548273,450008451,1,23,1
942548272,450008451,1,39,1
942548271,450008451,1,38,1
942548270,450008451,1,42,1
942548269,450008451,1,33,1
942548268,450008451,1,41,1
942548267,450008451,1,26,1
942548266,450008451,1,27,1
942548265,450008451,1,56,1
942548264,450008451,1,22,1
942548263,450008451,1,36,1
942548262,450008451,1,49,1
942548261,450008451,1,57,1
942548260,450008451,1,23,1
942548259,450008451,1,43,1
942548258,450008451,1,28,1
942548257,450008451,1,23,1
942548256,450008451,1,39,1
942548255,450008451,1,39,1
942548254,450008451,1,27,1
942548253,450008451,1,57,1
942548252,450008451,1,44,1
942548251,450008451,1,33,1
942548250,450008451,1,22,1
942548249,450008451,1,42,1
942548248,450008451,1,44,1
942548247,450008451,1,23,1
942548246,450008451,1,25,1
942548245,450008451,1,51,1
942548244,450008451,1,25,1
942548243,450008451,1,31,1
942548242,450008451,1,31,1
942548241,450008451,1,27,1
942548240,450008451,1,34,1
942548239,450008451,1,48,1
942548238,450008451,1,51,1
942548237,450008451,1,40,1
942548236,450008451,1,26,1
942548235,450008451,1,43,1
942548234,450008451,1,28,1
942548233,450008451,1,23,1
942548232,450008451,1,41,1
942548231,450008451,1,26,1
942548230,450008451,1,42,1
942548229,450008451,1,34,1
942548228,450008451,1,20,1
942548227,450008451,1,25,1
942548226,450008451,1,28,1
942548225,450008451,1,31,1
942548224,450008451,1,34,1
942548223,450008451,1,29,1
942548222,450008451,1,22,1
942548221,450008451,1,22,1
942548220,450008451,1,32,1
942548219,450008451,1,37,1
942548218,450008451,1,38,1
942548217,450008451,1,34,1
942548216,450008451,1,32,1
942548215,450008451,1,28,1
942548214,450008451,1,33,1
942548213,450008451,1,28,1
942548212,450008451,1,32,1
942548211,450008451,1,46,1
942548210,450008451,1,30,1
942548209,450008451,1,28,1
942548208,450008451,1,26,1
942548207,450008451,1,20,1
942548206,450008451,1,24,1
942548205,450008451,1,27,1
942548204,450008451,1,47,1
942548203,450008451,1,51,1
942548202,450008451,1,47,1
942548201,450008451,1,18,1
942548200,450008451,1,44,1
942548199,450008451,1,33,1
942548198,450008451,1,30,1
942548197,450008451,1,20,1
942548196,450008451,1,20,1
942548195,450008451,1,26,1
942548194,450008451,1,31,1
942548193,450008451,1,48,1
942548192,450008451,1,53,1
942548191,450008451,1,33,1
942548190,450008451,1,37,1
942548189,450008451,1,29,1
942548188,450008451,1,39,1
942548187,450008451,1,34,1
942548186,450008451,1,60,1
942548185,450008451,1,24,1
942548184,450008451,1,46,1
942548183,450008451,1,27,1
942548182,450008451,1,48,1
942548181,450008451,1,24,1
942548180,450008451,1,26,1
942548179,450008451,1,32,1
942548178,450008451,1,40,1
942548177,450008451,1,33,1
942548176,450008451,1,46,1
942548175,450008451,1,36,1
942548174,450008451,1,36,1
942548173,450008451,1,42,1
942548172,450008451,1,46,1
942548171,450008451,1,29,1
942548170,450008451,1,32,1
942548169,450008451,1,30,1
942548168,450008451,1,45,1
942548167,450008451,1,36,1
942548166,450008451,1,59,1
942548165,450008451,1,37,1
942548164,450008451,1,25,1
942548163,450008451,1,28,1
942548162,450008451,1,32,1
942548161,450008451,1,42,1
942548160,450008451,1,45,1
942548159,450008451,1,47,1
942548158,450008451,1,20,1
942548157,450008451,1,29,1
942548156,450008451,1,23,1
942548155,450008451,1,63,1
942548154,450008451,1,33,1
942548153,450008451,1,38,1
942548152,450008451,1,31,1
942548151,450008451,1,38,1
942548150,450008451,1,23,1
942548149,450008451,1,33,1
942548148,450008451,1,30,1
942548147,450008451,1,20,1
942548146,450008451,1,27,1
942548145,450008451,1,25,1
942548144,450008451,1,32,1
942548143,450008451,1,52,1
942548142,450008451,1,45,1
942548141,450008451,1,47,1
942548140,450008451,1,24,1
942548139,450008451,1,24,1
942548138,450008451,1,42,1
942548137,450008451,1,31,1
942548136,450008451,1,35,1
942548135,450008451,1,29,1
942548134,450008451,1,48,1
942548133,450008451,1,45,1
942548132,450008451,1,25,1
942548131,450008451,1,48,1
942548130,450008451,1,44,1
942548129,450008451,1,37,1
942548128,450008451,1,30,1
942548127,450008451,1,29,1
