sp_id,name,stabbr,address,city,county,zipcode,zip4,nces_id,total,prek,kinder,gr01_gr12,ungraded,latitude,longitude,source,stco
450140545,"MCKNIGHT EL SCH","PA",,,"ALLEGHENY COUNTY",,,"421701000268",875,0,128,747,,40.572011,-80.028754,"NCES","42003"
450105681,"ALLARD EL SCH","PA",,,"ALLEGHENY COUNTY",,,"421583005127",296,0,33,263,,40.530514,-80.220255,"NCES","42003"
450149314,"PITTSBURGH SCHAEFFER K-8","PA",,,"ALLEGHENY COUNTY",,,"421917006759",515,0,87,428,,40.439425,-80.053035,"NCES","42003"
450053857,"DE PAUL SCHOOL FOR HEARING & SPEECH","PA","6202 ALDER ST","PITTSBURGH","ALLEGHENY",15206,5240,"A9702874",61,22,9,30,,40.4567235,-79.9232768,"schoolinformation.com","42003"
450149281,"PITTSBURGH ARSENAL 6-8","PA",,,"ALLEGHENY COUNTY",,,"421917006751",305,0,0,305,,40.468286,-79.962867,"NCES","42003"
450143883,"NEW EMERSON EL SCH","PA",,,"ALLEGHENY COUNTY",,,"422568000526",374,0,57,317,,40.362159,-79.864486,"NCES","42003"
450063991,"OUR LADY OF GRACE SCHOOL","PA","1734 BOWER HILL RD","PITTSBURGH","ALLEGHENY",15243,1599,"01194183",476,155,45,276,,40.3714129,-80.0833145,"schoolinformation.com","42003"
450063600,"OAK HILL CHRISTIAN SCHOOL","MA","PO BOX 277","OXFORD","WORCESTER",0,0,"A0501924",428896,0,0,428896,,0.0000000,0.0000000,"schoolinformation.com","25027"
450070062,"ST MARGARET MARY CHILD CARE CENTER","PA","1 PARISH PL","MOON TOWNSHIP","ALLEGHENY",15108,2697,"K9304698",95,81,14,0,,40.5150715,-80.2169774,"schoolinformation.com","42003"
450114199,"CHARTIERS VALLEY HS","PA",,,"ALLEGHENY COUNTY",,,"420570006706",1491,0,0,1491,,40.378624,-80.110997,"NCES","42003"
450074863,"VIRTUOUS ACADEMY","PA","PO BOX 29","DUQUESNE","ALLEGHENY",15110,0,"A0903276",82,0,0,82,,40.3714300,-79.8523400,"schoolinformation.com","42003"
450110131,"BOYCE MS","PA",,,"ALLEGHENY COUNTY",,,"422457005196",760,0,0,760,,40.315095,-80.098836,"NCES","42003"
450131157,"INGOMAR MS","PA",,,"ALLEGHENY COUNTY",,,"421701000270",697,0,0,697,,40.57834,-80.072185,"NCES","42003"
450064724,"PENN CHRISTIAN ACADEMY","PA","199 W AIRPORT RD","BUTLER","BUTLER",16002,7627,"K9500491",248,96,18,134,,40.7799634,-79.9371959,"schoolinformation.com","42019"
450116523,"CORNELL EL SCH","PA",,,"ALLEGHENY COUNTY",,,"420681006944",409,0,53,356,,40.508345,-80.163047,"NCES","42003"
450110430,"BRENTWOOD SHS","PA",,,"ALLEGHENY COUNTY",,,"420414000070",560,0,0,560,,40.37425,-79.975566,"NCES","42003"
450066852,"SERRA CATHOLIC HIGH SCHOOL","PA","200 HERSHEY DR","MCKEESPORT","ALLEGHENY",15132,0,"01193576",256,0,0,256,,40.3273067,-79.8269821,"schoolinformation.com","42003"
450056496,"GRACE NON TRADITIONAL CHRISTIAN ACADEMY","PA","PO BOX 54","EAST PITTSBURGH","ALLEGHENY",15112,0,"A0108871",58,0,0,58,,40.4029543,-79.8381809,"schoolinformation.com","42003"
450112506,"CARLYNTON JSHS","PA",,,"ALLEGHENY COUNTY",,,"420504000079",810,0,0,810,,40.428239,-80.095631,"NCES","42003"
450113418,"CENTRAL EL SCH","PA",,,"ALLEGHENY COUNTY",,,"420909000136",363,0,60,303,,40.273544,-79.82696,"NCES","42003"
450122585,"FAIRMOUNT EL SCH","PA",,,"ALLEGHENY COUNTY",,,"421188000182",1180,848,56,276,,40.611682,-79.740253,"NCES","42003"
450074499,"UPMC PASSAVANT CHILDREN'S HOUSE II","PA","9100 BABCOCK BLVD","PITTSBURGH","ALLEGHENY",15237,5815,"A9702986",149,135,14,0,,40.5745257,-80.0087304,"schoolinformation.com","42003"
450129446,"HIGHLANDS SHS","PA",,,"ALLEGHENY COUNTY",,,"421188005153",1036,0,0,1036,,40.618188,-79.728338,"NCES","42003"
450149304,"PITTSBURGH MILLER K-5","PA",,,"ALLEGHENY COUNTY",,,"421917000975",398,106,49,243,,40.446792,-79.981895,"NCES","42003"
450063200,"NOAH'S ARK PRESCHOOL/KINDERGARTEN","PA","405 FREDERICK AVE","SEWICKLEY","ALLEGHENY",15143,0,"A0302743",110,101,9,0,,40.5388765,-80.1832888,"schoolinformation.com","42003"
450049968,"BELLWOOD PRESCHOOL & KINDERGARTEN","PA","2359 W INGOMAR RD","PITTSBURGH","ALLEGHENY",15237,1625,"K9304746",66,43,23,0,,40.5829758,-80.0793025,"schoolinformation.com","42003"
450102523,"PITTSBURGH MONTESSORI K-8","PA",,,"ALLEGHENY COUNTY",,,"421917000351",538,182,0,356,,40.465533,-79.934641,"NCES","42003"
450068086,"ST BARTHOLOMEW SCHOOL","PA","111 ERHARDT DR","PITTSBURGH","ALLEGHENY",15235,1798,"01193102",563,185,35,343,,40.4647184,-79.8407011,"schoolinformation.com","42003"
450151583,"RESERVE PRIMARY SCH","PA",,,"ALLEGHENY COUNTY",,,"422120004843",256,0,74,182,,40.474686,-79.981937,"NCES","42003"
450074460,"UNIVERSAL ACADEMY OF PITTSBURGH","PA","2103 HAMPTON ST","SWISSVALE","ALLEGHENY",15218,1812,"A0702020",293,102,17,174,,40.4257238,-79.8809187,"schoolinformation.com","42003"
450149313,"PITTSBURGH ROOSEVELT K -5","PA",,,"ALLEGHENY COUNTY",,,"421917000684",847,259,91,497,,40.398001,-79.989084,"NCES","42003"
450146231,"OBLOCK JHS","PA",,,"ALLEGHENY COUNTY",,,"421935005105",696,0,0,696,,40.472646,-79.712825,"NCES","42003"
450108728,"BENJAMIN FRANKLIN EL SCH","PA",,,"ALLEGHENY COUNTY",,,"420351009977",561,0,128,433,,40.324523,-80.031231,"NCES","42003"
450140302,"MCCLELLAN EL SCH","PA",,,"ALLEGHENY COUNTY",,,"422559000519",436,0,71,365,,40.330588,-79.969886,"NCES","42003"
450149327,"PITTSBURGH WHITTIER K-5","PA",,,"ALLEGHENY COUNTY",,,"421917006747",336,0,56,280,,40.436285,-80.018358,"NCES","42003"
450149288,"PITTSBURGH CHARTIERS EARLY CHILDHOOD CTR","PA",,,"ALLEGHENY COUNTY",,,"421917000928",739,739,0,0,,40.458015,-80.075508,"NCES","42003"
450123912,"FOX CHAPEL AREA HS","PA",,,"ALLEGHENY COUNTY",,,"421007000156",1474,0,0,1474,,40.517303,-79.869527,"NCES","42003"
450149317,"PITTSBURGH SOUTH HILLS 6-8","PA",,,"ALLEGHENY COUNTY",,,"421917006749",469,0,0,469,,40.417013,-80.020449,"NCES","42003"
450149285,"PITTSBURGH BROOKLINE K-8","PA",,,"ALLEGHENY COUNTY",,,"421917006755",1256,594,81,581,,40.394882,-80.024949,"NCES","42003"
450149296,"PITTSBURGH GREENFIELD K-8","PA",,,"ALLEGHENY COUNTY",,,"421917006028",577,97,57,423,,40.426197,-79.943403,"NCES","42003"
450086848,"PENNSYLVANIA DISTANCE LEARNING CS","PA",,,"ALLEGHENY COUNTY",,,"420012500839",620,0,0,620,,40.610441,-80.105265,"NCES","42003"
450113261,"CENTER EL SCH","PA",,,"ALLEGHENY COUNTY",,,"421935000427",521,0,66,455,,40.49088,-79.780646,"NCES","42003"
450123763,"FORT COUCH MS","PA",,,"ALLEGHENY COUNTY",,,"422457000491",673,0,0,673,,40.354663,-80.06425,"NCES","42003"
450055850,"GARDEN MONTESSORI SCHOOL","PA","204 COMMERCE PARK DR","CRANBERRY TWP","BUTLER",16066,6404,"A0108861",535,468,67,0,,40.6961745,-80.1092250,"schoolinformation.com","42019"
450110212,"BRADFORD WOODS EL SCH","PA",,,"ALLEGHENY COUNTY",,,"421701000263",596,0,98,498,,40.638838,-80.081474,"NCES","42003"
450137536,"LOGAN MS","PA",,,"ALLEGHENY COUNTY",,,"420806006085",719,0,0,719,,40.365987,-79.783965,"NCES","42003"
450120864,"EDEN HALL UPPER EL SCH","PA",,,"ALLEGHENY COUNTY",,,"420285006816",1168,0,0,1168,,40.65769,-79.96114,"NCES","42003"
450140452,"MCINTYRE EL SCH","PA",,,"ALLEGHENY COUNTY",,,"421722000004",656,0,89,567,,40.550046,-80.004724,"NCES","42003"
450149633,"PLUM SHS","PA",,,"ALLEGHENY COUNTY",,,"421935000435",1539,0,0,1539,,40.508254,-79.773995,"NCES","42003"
450113210,"CENTENNIAL EL SCH","PA",,,"ALLEGHENY COUNTY",,,"421494000213",711,0,107,604,,40.34226,-79.85614,"NCES","42003"
