sp_id,sp_gq_id,sporder,age,sex
942532727,450008429,1,36,1
942532728,450008429,2,61,1
942532729,450008429,3,45,1
942532730,450008429,4,31,1
942532731,450008429,5,55,1
942532732,450008429,6,20,1
942532733,450008429,7,46,1
942532734,450008429,8,44,1
942532735,450008429,9,53,1
942532736,450008429,10,59,1
942532737,450008429,11,60,1
942532738,450008429,12,33,1
942532739,450008429,13,25,1
942532740,450008429,14,31,1
942532741,450008429,15,46,1
942532742,450008429,16,46,1
942532743,450008429,17,49,1
942532744,450008429,18,57,1
942532745,450008429,19,49,1
942532746,450008429,20,33,1
942532747,450008429,21,25,1
942532748,450008429,22,35,1
942532749,450008429,23,54,1
942532750,450008429,24,31,1
942532751,450008429,25,51,1
942532752,450008429,26,46,1
942532753,450008429,27,38,1
942532754,450008429,28,39,1
942532755,450008429,29,45,1
942532756,450008429,30,27,1
942532757,450008429,31,32,1
942532758,450008429,32,34,1
942532759,450008429,33,28,1
942532760,450008429,34,52,1
942532761,450008429,35,39,1
942532762,450008429,36,33,1
942532763,450008429,37,35,1
942532764,450008429,38,44,1
942532765,450008429,39,29,1
942532766,450008429,40,29,1
942532767,450008429,41,20,1
942532768,450008429,42,26,1
942532769,450008429,43,25,1
942532770,450008429,44,39,1
942532771,450008429,45,28,1
942532772,450008429,46,42,1
942532773,450008429,47,49,1
942532774,450008429,48,45,1
942532775,450008429,49,32,1
942532776,450008429,50,18,1
942532777,450008429,51,44,1
942532778,450008429,52,45,1
942532779,450008429,53,21,1
942532780,450008429,54,30,1
942532781,450008429,55,47,1
942532782,450008429,56,24,1
942532783,450008429,57,21,1
942532784,450008429,58,39,1
942532785,450008429,59,49,1
942532786,450008429,60,44,1
942532787,450008429,61,34,1
942532788,450008429,62,21,1
942532789,450008429,63,44,1
942532790,450008429,64,54,1
942532791,450008429,65,38,1
942532792,450008429,66,51,1
942532793,450008429,67,39,1
942532794,450008429,68,51,1
942532795,450008429,69,33,1
942532796,450008429,70,36,1
942532797,450008429,71,53,1
942532798,450008429,72,32,1
942532799,450008429,73,21,1
942532800,450008429,74,42,1
942532801,450008429,75,29,1
942532802,450008429,76,44,1
942532803,450008429,77,45,1
942532804,450008429,78,63,1
942532805,450008429,79,29,1
942532806,450008429,80,29,1
942532807,450008429,81,35,1
942532808,450008429,82,24,1
942532809,450008429,83,23,1
942532810,450008429,84,41,1
942532811,450008429,85,62,1
942532812,450008429,86,22,1
942532813,450008429,87,56,1
942532814,450008429,88,21,1
942532815,450008429,89,63,1
942532816,450008429,90,28,1
942532817,450008429,91,36,1
942532818,450008429,92,43,1
942532819,450008429,93,27,1
942532820,450008429,94,40,1
942532821,450008429,95,22,1
942532822,450008429,96,34,1
942532823,450008429,97,24,1
942532824,450008429,98,39,1
942532825,450008429,99,24,1
942532826,450008429,100,33,1
942532827,450008429,101,50,1
942532828,450008429,102,24,1
942532829,450008429,103,46,1
942532830,450008429,104,49,1
942532831,450008429,105,32,1
942532832,450008429,106,36,1
942532833,450008429,107,25,1
942532834,450008429,108,42,1
942532835,450008429,109,51,1
942532836,450008429,110,64,1
942532837,450008429,111,25,1
942532838,450008429,112,47,1
942532839,450008429,113,26,1
942532840,450008429,114,30,1
942532841,450008429,115,30,1
942532842,450008429,116,27,1
942532843,450008429,117,47,1
942532844,450008429,118,29,1
942532845,450008429,119,48,1
942532846,450008429,120,57,1
942532847,450008429,121,38,1
942532848,450008429,122,31,1
942532849,450008429,123,22,1
942532850,450008429,124,42,1
942532851,450008429,125,24,1
942532852,450008429,126,53,1
942532853,450008429,127,32,1
942532854,450008429,128,36,1
942532855,450008429,129,39,1
942532856,450008429,130,38,1
942532857,450008429,131,20,1
942532858,450008429,132,48,1
942532859,450008429,133,40,1
942532860,450008429,134,24,1
942532861,450008429,135,50,1
942532862,450008429,136,37,1
942532863,450008429,137,42,1
942532864,450008429,138,33,1
942532865,450008429,139,22,1
942532866,450008429,140,50,1
942532867,450008429,141,42,1
942532868,450008429,142,24,1
942532869,450008429,143,33,1
942532870,450008429,144,38,1
942532871,450008429,145,54,1
942532872,450008429,146,54,1
942532873,450008429,147,21,1
942532874,450008429,148,40,1
942532875,450008429,149,21,1
942532876,450008429,150,36,1
942532877,450008429,151,35,1
942532878,450008429,152,30,1
942532879,450008429,153,24,1
942532880,450008429,154,27,1
942532881,450008429,155,46,1
942532882,450008429,156,49,1
