sp_id,workers,latitude,longitude
514265741,25,41.1902339,-79.3676738
514402646,2,41.4317118,-78.7416280
514270578,2,41.0975319,-78.8622880
514265933,7,41.1901449,-79.3970548
514268461,2,40.9125519,-79.0004780
513935092,6,40.6578320,-79.3205079
513933820,376,40.6066790,-79.1879949
514567179,15,42.1271717,-80.0788575
514271525,49,41.1336318,-78.7614380
514267835,2,40.9952349,-78.9965130
517693097,594,44.2614918,-88.4102748
514271732,2,40.9930089,-78.5116791
514269870,5,41.1142459,-78.7756840
513500049,65,40.1041361,-79.5849408
514268315,1,41.2304618,-79.0662979
514269982,3,41.1186009,-78.7623690
514269367,3,40.9523319,-78.9617180
513937040,884,40.8151919,-79.5186478
513932845,1251,40.6168240,-79.1593419
514265802,11,41.2106539,-79.3684168
514268778,3,40.9189439,-78.9496450
513931006,5,40.3527520,-78.9378080
514270472,3,41.1448418,-78.8000380
513914691,160,40.7847719,-77.8470083
514269296,5,40.9336519,-78.9722080
514268536,5,40.9408519,-78.9931880
514270241,38,41.2471718,-78.7871080
514268332,6,41.1670519,-79.0970679
514271048,97,41.1205778,-78.7463430
514269370,2,40.9558319,-78.9529380
514265965,14,41.2001319,-79.3899648
513929415,7,40.6435489,-78.8456610
514268452,3,40.9461519,-78.9941980
514265825,5,41.2156049,-79.3841738
513919914,29,40.6762319,-78.2362482
513991798,9852,40.4395020,-80.0042877
514399968,48,41.4280188,-78.5325311
514267791,277,41.1530679,-79.0966439
514268255,69,41.1738119,-79.0989879
513937897,919,40.8156319,-79.5656178
513575200,6,40.2495019,-76.6789587
514266314,4,41.2002619,-79.3715578
514268030,4,41.1685819,-79.0963679
513936336,6,40.8136719,-79.5205218
514269092,5,41.1252819,-78.9712780
514270320,167,41.1045719,-78.7717380
514269079,4,41.2181018,-78.9698979
514267897,1,40.9722569,-79.1038489
514270000,2,41.1206948,-78.7629480
514271139,3,41.1142818,-78.7362600
514271238,14,41.1287888,-78.7453880
514269096,1,41.2029818,-78.9770479
514269718,6,41.2483308,-78.8087410
514269882,2,41.1177489,-78.7633490
514270880,25,41.1174268,-78.7316070
505890102,597,39.7316525,-86.2162359
514269607,1,41.1825618,-78.9002480
514269645,9,41.2480258,-78.7927740
514270759,3,41.1184948,-78.7622550
514269228,5,40.9382719,-78.9619080
513577163,2,40.2743819,-76.6586487
514270445,8,41.1142519,-78.7724580
513928352,20,40.8122846,-78.7911939
514265854,8,41.2121359,-79.3942398
514272643,5,41.0293559,-78.4121951
514271407,1,41.1141219,-78.7375180
513925989,29,40.4744520,-78.4237382
514266652,11,41.2068829,-79.3636178
514266777,7,41.0064839,-79.3140459
514273565,13,41.0226219,-78.3991281
514268964,2,41.1659128,-78.8947650
514269782,14,41.1222598,-78.7726940
514269088,2,41.1160019,-78.9740780
513931460,380,40.6229010,-79.1529589
513551849,242,40.2650739,-76.8856257
514269942,4,41.1110419,-78.7772460
513927056,6,40.6296019,-78.6500081
514270993,5,41.1577318,-78.7159570
513516271,2255,40.2861120,-78.8358181
512905149,769,34.9230432,-81.0230577
514268936,8,41.1834868,-78.8932210
514271093,15,41.1286568,-78.7410930
514266445,7,41.1978319,-79.3908578
511583437,6,40.8349617,-74.0192295
514266295,49,41.2154119,-79.3832778
514271441,4,41.1487818,-78.7568380
514268549,3,40.9636719,-79.0078880
514269192,5,40.9729219,-78.9615980
514265767,6,41.1968259,-79.3908608
514270520,2,41.1413218,-78.8040980
514270356,3,41.1079419,-78.7775780
514270289,25,41.1245718,-78.7659580
513560322,9,40.2672019,-76.8275087
514268389,2,41.0858619,-79.1130079
514402408,14,41.4224218,-78.7351580
514272539,27,41.4006618,-78.5592681
514270577,1,41.1580318,-78.8649380
514253859,2,40.9737859,-80.3745545
514269538,1,41.1049419,-78.8927380
514269474,1,41.2229118,-78.9496080
514269105,1,41.2058018,-78.9675179
514270364,14,41.1247818,-78.7733880
514267009,1,41.2177249,-79.2985548
514269175,5,40.9375419,-78.9208180
514269344,1,40.9426819,-78.8959380
509565710,1,43.8653822,-93.3678534
513916193,232,40.7648029,-77.8808553
514268433,8,40.9227719,-79.0832879
514271494,5,41.1234518,-78.7510580
513938619,6,40.8152169,-79.5664258
514269272,33,40.9450719,-78.9693880
514269208,4,40.9433119,-78.9708480
514271486,4,41.1162718,-78.7351880
514270340,10,41.1149119,-78.7751480
514268151,7,41.1643919,-79.0688379
514270219,2,41.2507418,-78.7976480
514271482,2,41.0964719,-78.7440080
514270991,15,41.1194138,-78.7597470
514268284,3,41.1605519,-79.0781779
514268671,10,41.2118848,-78.9588509
512525554,50,43.0788304,-76.1087987
514273455,2,41.0414719,-78.4406081
514268896,12,41.0376699,-78.9476610
514401628,250,41.4259518,-78.5706481
514266656,5,41.2045139,-79.3357938
514270795,4,41.1577318,-78.7159570
514270154,3,41.0513555,-78.8187847
513927329,69,40.7774719,-78.7269971
514271533,2,41.1277618,-78.7145880
514266188,8,41.1171449,-79.4461708
514270348,5,41.1225618,-78.7693080
514270566,2,41.0923219,-78.8541480
513933089,8,40.6032320,-79.1623379
514256916,7,40.9822039,-80.3068065
514269814,12,41.1177279,-78.7672150
514269465,6,41.0939119,-78.8860680
513925223,79,40.4877540,-78.4214362
514270188,3,41.2442418,-78.7791680
514266955,11,41.0020999,-79.3273028
514401482,2,41.4244918,-78.5598581
514271531,6,41.1141218,-78.7334280
514269431,8,40.9423019,-78.9785680
514269871,6,41.1181979,-78.7777570
509564698,1,43.9481422,-93.2210034
514265567,205,41.1475319,-79.5224478
514272140,4,40.9909019,-78.4773181
514268351,1,41.1631419,-79.0961979
511433756,5948,40.7491967,-73.9754996
514268272,10,41.1562819,-79.0801379
514407571,3,41.8621218,-79.8453776
513931388,7,40.6403070,-79.1336339
514267521,2,41.0043319,-79.3304778
513802738,2,40.1210059,-75.0351223
514271519,1,41.1327518,-78.7616780
513500959,24,40.3027750,-79.5610078
514269245,1,40.9442319,-78.9642380
514273311,13,41.0217619,-78.4355981
514270659,6,41.1253678,-78.7560650
514268638,1,41.0013159,-78.9635050
514267664,1,41.1438109,-79.0891939
514269361,207,40.9343719,-78.9833780
514271458,4,41.1103919,-78.7610780
514269751,8,41.2472528,-78.7886280
514269218,2,40.9603519,-78.9602580
514271375,1,41.2274418,-78.7324180
513930479,2,40.7539719,-78.9838360
514269441,4,40.9637019,-78.9677880
514269604,24,41.0386519,-78.9485280
514269301,5,40.9508419,-78.9717280
515946881,135,32.8151343,-96.9009834
514273450,3,41.0116319,-78.4469081
514266370,2,41.2078119,-79.3920878
514266647,7,41.2032829,-79.3514908
514272930,3,41.0224019,-78.4144061
513557269,17,40.2635719,-76.8492087
514271440,2,41.2053418,-78.6923380
514270884,3,41.1577318,-78.7159570
514270860,23,41.1227798,-78.7495110
514269838,5,41.1230958,-78.7640030
514267725,6,41.1611289,-79.0768499
514266876,29,41.0121259,-79.3471328
513929554,50,40.3464220,-78.8863880
514267443,29,41.0022319,-79.3278978
514269135,1,40.9432219,-78.9748780
514270301,4,41.1015319,-78.7707980
506624288,1,41.5677326,-93.7328235
514267895,2,40.9810039,-79.0144759
514266814,43,41.1277239,-79.3284948
513966750,50,40.4509520,-79.8974977
514400401,640,41.4298618,-78.5524981
514268330,8,41.1603319,-79.0814879
514269178,3,40.9681219,-78.9242080
